1000 14077
0 1 85.91
0 10 30.02
0 26 98.09
0 29 59.08
0 87 35.36
0 167 49.04
0 209 80.61
0 333 50.33
0 380 82.98
0 413 61.47
0 481 60.73
0 493 96.77
0 573 15.3
0 601 17.03
0 620 50.49
0 665 73.0
0 717 80.06
0 744 18.03
0 757 26.17
0 783 63.01
0 788 96.01
0 799 45.61
0 848 88.32
0 904 55.11
1 26 75.95
1 29 74.85
1 87 59.41
1 126 42.11
1 167 47.04
1 209 29.7
1 220 80.96
1 243 68.45
1 277 71.45
1 314 91.59
1 333 79.76
1 380 91.24
1 481 63.91
1 490 92.76
1 566 86.09
1 573 83.68
1 588 98.62
1 620 51.31
1 627 39.05
1 665 25.94
1 744 81.02
1 769 97.13
1 783 38.08
1 788 11.0
1 799 58.82
1 827 57.2
1 837 63.81
1 842 82.76
1 866 52.33
1 904 34.66
1 938 43.01
2 31 88.6
2 49 65.46
2 123 78.24
2 125 21.21
2 130 52.09
2 177 50.0
2 215 97.2
2 223 71.61
2 244 58.69
2 295 49.04
2 317 88.2
2 331 87.82
2 332 59.41
2 369 74.46
2 412 63.16
2 483 50.61
2 505 80.5
2 519 34.71
2 622 93.48
2 654 60.03
2 662 64.88
2 681 94.58
2 689 97.74
2 709 79.32
2 765 92.09
2 806 83.15
2 812 23.77
2 846 79.93
2 847 40.16
2 851 68.62
2 877 81.94
2 880 68.25
2 896 91.05
2 929 85.88
2 946 97.05
3 50 71.45
3 54 96.38
3 77 79.23
3 110 88.46
3 112 21.47
3 137 71.69
3 194 7.07
3 204 73.59
3 233 54.71
3 292 62.17
3 301 60.22
3 334 32.25
3 355 30.41
3 361 97.74
3 366 89.56
3 390 56.4
3 426 29.61
3 433 11.18
3 476 50.48
3 531 66.49
3 541 95.08
3 602 70.24
3 636 89.2
3 713 76.49
3 741 82.22
3 771 73.35
3 928 82.2
3 937 17.89
3 953 25.24
3 989 44.82
3 990 82.15
4 27 86.21
4 70 85.23
4 103 92.7
4 105 69.35
4 107 15.81
4 128 51.66
4 183 71.84
4 221 71.47
4 222 65.31
4 224 57.27
4 286 90.38
4 299 82.39
4 318 81.69
4 345 88.41
4 350 8.25
4 438 74.79
4 448 92.66
4 474 65.8
4 492 74.65
4 587 93.41
4 595 89.11
4 616 87.66
4 626 57.14
4 648 35.61
4 704 45.54
4 797 29.97
4 800 82.86
4 849 87.66
4 911 88.29
5 45 43.42
5 126 74.24
5 167 77.2
5 209 73.0
5 243 98.99
5 314 21.1
5 413 63.63
5 481 54.74
5 490 88.28
5 544 50.61
5 550 31.95
5 566 25.08
5 573 97.74
5 588 62.03
5 665 78.82
5 744 94.53
5 767 61.4
5 769 76.92
5 842 86.15
5 920 18.38
6 14 83.67
6 16 32.31
6 48 17.46
6 53 24.6
6 71 62.36
6 136 97.08
6 148 97.13
6 171 14.56
6 181 78.1
6 230 13.04
6 237 21.1
6 250 48.04
6 251 32.02
6 282 31.95
6 297 74.46
6 340 18.38
6 398 80.0
6 429 96.51
6 436 17.2
6 446 87.6
6 468 87.09
6 535 25.0
6 618 60.01
6 657 2.0
6 728 53.04
6 796 54.67
6 828 99.16
6 839 47.38
6 855 94.89
6 935 45.54
6 967 45.88
6 969 72.86
7 75 25.0
7 96 73.74
7 104 23.6
7 111 68.1
7 174 22.47
7 262 80.06
7 271 56.72
7 298 32.02
7 315 61.74
7 325 96.18
7 338 85.09
7 387 76.84
7 418 77.88
7 445 48.38
7 555 96.33
7 559 82.76
7 560 89.63
7 579 94.92
7 629 58.69
7 737 85.91
7 750 60.93
7 773 93.86
7 805 90.61
7 861 38.95
7 865 94.37
7 872 89.01
7 883 70.61
7 893 89.94
7 902 99.25
7 982 66.71
8 28 55.04
8 31 45.18
8 80 16.97
8 130 81.84
8 244 64.5
8 295 78.45
8 385 53.76
8 415 32.02
8 452 53.71
8 459 53.49
8 466 84.58
8 603 64.54
8 622 20.81
8 654 54.49
8 662 50.45
8 675 92.42
8 689 16.76
8 833 47.01
8 858 33.29
8 877 56.22
8 946 90.14
8 966 60.11
8 998 56.44
9 21 99.92
9 67 32.02
9 93 74.33
9 99 63.56
9 150 74.43
9 365 81.06
9 472 30.41
9 572 89.19
9 608 99.2
9 610 26.68
9 786 77.79
9 802 20.25
9 816 62.97
9 873 31.24
9 879 83.22
9 913 30.02
9 996 75.39
10 26 89.45
10 29 48.09
10 87 42.2
10 167 74.32
10 210 96.25
10 240 84.9
10 247 81.54
10 333 37.12
10 380 66.48
10 413 90.25
10 481 89.63
10 493 68.35
10 573 45.18
10 601 34.13
10 620 54.13
10 665 94.87
10 717 50.16
10 744 48.04
10 757 21.95
10 783 69.32
10 799 46.62
10 844 70.86
10 848 59.62
10 904 67.01
11 110 40.31
11 133 23.09
11 190 72.69
11 206 98.09
11 211 75.0
11 269 23.85
11 334 91.18
11 390 83.38
11 399 40.2
11 512 28.44
11 541 28.18
11 558 24.84
11 565 62.97
11 602 89.02
11 635 95.0
11 703 88.96
11 713 84.88
11 735 88.65
11 759 8.6
11 869 96.33
11 977 86.21
11 985 11.66
11 994 99.18
12 24 51.31
12 42 76.16
12 51 43.86
12 98 51.87
12 193 83.49
12 225 49.19
12 281 68.0
12 290 62.64
12 353 29.27
12 444 54.41
12 507 84.65
12 517 74.85
12 554 23.6
12 592 99.92
12 609 32.53
12 636 96.93
12 637 23.41
12 653 41.48
12 755 55.54
12 764 81.32
12 817 75.07
12 840 42.45
12 859 53.08
12 871 33.84
12 908 37.95
12 912 85.43
12 915 48.7
12 978 84.12
13 20 75.64
13 43 88.01
13 56 79.08
13 68 43.46
13 101 39.12
13 102 99.81
13 162 97.58
13 195 27.17
13 231 47.3
13 258 99.04
13 275 62.97
13 307 99.92
13 319 54.0
13 323 64.26
13 341 67.23
13 348 82.86
13 379 52.35
13 440 26.17
13 455 89.05
13 456 68.96
13 470 98.37
13 487 42.49
13 508 40.36
13 526 88.29
13 556 92.35
13 564 36.88
13 567 68.77
13 582 61.13
13 583 55.36
13 625 57.01
13 692 38.01
13 725 71.47
13 785 22.02
13 857 87.32
13 862 92.35
13 878 51.04
13 925 66.31
13 943 85.04
14 15 38.12
14 38 88.81
14 48 73.24
14 52 52.55
14 71 54.41
14 94 90.14
14 136 63.51
14 171 69.32
14 181 86.49
14 230 89.04
14 237 67.19
14 250 46.4
14 251 52.48
14 297 16.49
14 381 89.2
14 429 26.17
14 436 82.2
14 446 67.88
14 457 68.43
14 468 14.56
14 475 76.16
14 515 91.79
14 537 70.86
14 645 97.14
14 657 81.86
14 724 80.08
14 731 83.45
14 796 87.24
14 828 40.26
14 854 55.87
14 902 93.01
14 941 96.05
14 967 98.41
14 969 91.76
15 52 49.77
15 71 91.98
15 94 53.67
15 136 40.85
15 171 94.79
15 237 87.46
15 250 81.15
15 251 80.8
15 256 77.41
15 297 54.45
15 381 53.34
15 429 58.24
15 446 51.97
15 457 90.14
15 468 25.0
15 475 95.46
15 515 55.08
15 537 72.24
15 724 43.38
15 772 74.52
15 828 13.04
15 831 89.47
15 850 93.23
15 854 37.01
15 881 75.07
15 902 73.98
15 941 58.31
15 995 85.48
16 48 49.77
16 53 24.35
16 71 94.56
16 171 44.72
16 179 88.41
16 230 39.82
16 237 41.44
16 250 79.25
16 251 61.13
16 282 46.1
16 340 30.23
16 398 96.77
16 400 79.26
16 427 95.69
16 436 47.71
16 446 91.68
16 510 77.2
16 535 19.92
16 618 67.27
16 657 34.18
16 666 99.49
16 728 26.93
16 796 84.5
16 839 63.69
16 855 72.78
16 935 67.96
16 962 79.01
16 967 71.7
17 40 74.33
17 64 48.33
17 65 23.09
17 92 36.88
17 147 57.04
17 166 13.42
17 170 57.87
17 187 64.07
17 189 92.66
17 226 57.31
17 227 91.08
17 249 88.02
17 255 44.27
17 274 55.0
17 303 11.4
17 422 98.25
17 442 83.86
17 465 86.31
17 486 26.91
17 532 21.47
17 549 72.92
17 563 41.59
17 568 88.02
17 574 35.85
17 576 68.77
17 615 79.08
17 751 70.77
17 754 13.6
17 841 69.78
17 922 73.98
17 999 72.62
18 40 41.73
18 44 59.06
18 61 72.92
18 64 86.31
18 92 75.59
18 170 85.84
18 187 93.49
18 191 65.46
18 255 83.49
18 294 64.07
18 325 96.4
18 337 72.25
18 343 39.82
18 404 39.05
18 407 90.0
18 418 78.45
18 442 91.42
18 489 96.05
18 574 94.37
18 576 58.69
18 677 58.31
18 694 29.41
18 722 31.89
18 737 73.16
18 872 83.6
18 883 77.23
18 914 57.31
19 36 52.4
19 146 44.29
19 149 83.53
19 180 63.2
19 185 77.83
19 219 95.35
19 242 78.41
19 286 76.06
19 318 99.25
19 345 97.0
19 347 44.2
19 492 95.8
19 539 80.13
19 540 26.4
19 604 27.59
19 614 96.14
19 624 40.52
19 691 60.0
19 701 94.37
19 942 51.97
19 950 42.06
19 970 59.41
20 56 11.18
20 68 86.47
20 101 66.48
20 102 31.62
20 134 47.1
20 139 96.51
20 158 81.22
20 162 64.85
20 195 66.12
20 232 80.78
20 258 99.05
20 285 58.42
20 349 92.72
20 379 77.88
20 409 49.04
20 414 89.94
20 440 66.19
20 455 92.46
20 456 45.45
20 470 25.08
20 487 33.24
20 497 67.94
20 526 73.66
20 556 98.23
20 567 86.4
20 578 82.38
20 583 52.81
20 625 36.77
20 669 73.68
20 692 91.0
20 726 90.55
20 785 68.59
20 857 38.28
20 862 98.23
20 878 41.48
20 943 25.5
20 983 96.4
21 67 89.27
21 99 78.72
21 157 63.95
21 188 95.02
21 280 31.89
21 288 87.36
21 328 69.58
21 360 74.33
21 389 38.28
21 472 69.64
21 516 90.14
21 521 68.68
21 572 74.25
21 575 80.32
21 649 62.97
21 650 77.08
21 707 25.32
21 748 92.23
21 807 94.59
21 815 70.52
21 816 94.02
21 826 97.33
21 879 86.83
21 905 29.97
21 913 71.51
21 918 48.75
21 996 27.29
22 135 75.69
22 160 74.95
22 202 23.77
22 256 71.12
22 257 40.8
22 258 98.31
22 260 95.02
22 339 88.07
22 342 21.93
22 393 72.8
22 414 93.3
22 515 87.57
22 522 99.72
22 596 37.64
22 646 85.21
22 676 86.12
22 734 93.65
22 753 19.24
22 789 83.01
22 804 81.15
22 831 86.31
22 850 55.11
22 876 31.05
22 894 50.92
22 941 84.17
22 993 99.13
22 995 92.63
23 189 66.76
23 249 65.74
23 267 68.41
23 293 67.62
23 310 43.0
23 346 84.9
23 422 66.76
23 439 98.08
23 447 78.87
23 465 52.8
23 480 28.64
23 568 95.63
23 584 90.47
23 615 85.0
23 642 91.27
23 697 19.0
23 708 88.02
23 824 60.31
23 903 38.01
24 42 84.22
24 51 73.11
24 54 96.83
24 98 86.01
24 193 53.45
24 225 6.08
24 290 40.61
24 353 69.07
24 479 64.94
24 542 72.17
24 554 74.89
24 609 83.41
24 637 35.51
24 653 17.26
24 755 68.95
24 764 33.11
24 817 97.12
24 840 87.62
24 859 93.15
24 871 40.52
24 908 71.11
24 915 12.37
24 968 68.71
25 58 59.14
25 90 98.49
25 108 92.89
25 246 64.2
25 296 81.57
25 321 57.71
25 375 58.31
25 397 51.66
25 408 5.0
25 432 81.84
25 435 77.47
25 464 98.23
25 494 49.37
25 511 79.7
25 533 69.18
25 552 50.09
25 593 82.02
25 621 63.35
25 645 96.1
25 655 42.3
25 668 92.35
25 680 77.42
25 684 81.86
25 705 88.36
25 715 98.05
25 749 11.4
25 760 73.41
25 761 61.74
25 794 95.52
25 868 84.31
25 899 92.7
26 29 41.44
26 87 64.66
26 167 97.01
26 220 23.09
26 247 41.68
26 333 52.35
26 380 30.89
26 524 40.36
26 562 52.4
26 620 51.22
26 627 77.83
26 639 72.92
26 665 93.78
26 783 48.26
26 784 69.64
26 788 75.01
26 799 53.34
26 830 82.28
26 837 30.41
26 844 99.02
26 848 80.45
26 866 62.68
26 904 61.61
27 70 26.93
27 103 31.02
27 107 95.26
27 143 90.51
27 156 80.62
27 169 35.78
27 183 99.9
27 222 78.57
27 254 88.26
27 289 68.18
27 299 14.56
27 321 91.44
27 350 94.09
27 375 98.41
27 394 31.91
27 432 72.24
27 448 23.09
27 474 63.6
27 496 60.03
27 527 48.37
27 536 98.98
27 561 28.3
27 616 42.72
27 626 69.2
27 648 72.47
27 680 73.79
27 698 73.03
27 704 43.93
27 723 93.15
27 760 86.03
27 766 76.06
27 797 75.96
27 820 97.91
27 927 63.7
27 981 51.24
28 31 27.46
28 80 62.97
28 130 64.26
28 244 55.33
28 317 77.9
28 382 51.04
28 385 66.19
28 415 86.45
28 459 74.09
28 466 29.55
28 603 19.03
28 614 95.08
28 622 48.1
28 651 93.43
28 654 60.83
28 662 56.09
28 675 52.15
28 689 59.55
28 690 86.09
28 833 71.84
28 846 92.42
28 851 91.29
28 858 78.16
28 877 96.26
28 929 69.97
28 966 20.25
28 998 82.22
29 87 31.3
29 167 73.25
29 209 90.35
29 220 64.12
29 247 46.52
29 333 11.0
29 380 25.24
29 481 96.14
29 493 94.37
29 524 78.29
29 562 88.32
29 573 70.77
29 601 73.35
29 620 26.02
29 627 95.46
29 665 81.22
29 717 70.09
29 744 71.42
29 757 68.45
29 783 36.77
29 784 96.94
29 788 79.76
29 799 21.59
29 837 64.76
29 844 76.54
29 848 57.7
29 866 88.84
29 904 44.28
30 95 99.64
30 124 82.97
30 131 97.87
30 218 24.04
30 266 71.2
30 283 70.88
30 304 74.43
30 370 83.22
30 411 85.04
30 513 84.5
30 530 76.03
30 577 54.82
30 586 63.13
30 661 45.34
30 664 97.08
30 807 93.38
30 819 74.3
30 823 88.54
30 826 87.02
30 886 54.56
30 947 31.32
30 972 66.73
30 992 41.68
31 80 59.2
31 123 97.58
31 125 80.62
31 130 43.28
31 244 30.08
31 295 74.33
31 317 73.82
31 382 76.92
31 385 78.52
31 415 71.81
31 452 83.01
31 459 83.74
31 466 50.45
31 519 97.8
31 603 46.17
31 622 29.12
31 654 33.38
31 662 28.64
31 675 79.51
31 689 41.76
31 690 96.14
31 833 79.4
31 846 84.43
31 847 98.86
31 851 80.06
31 858 76.24
31 877 72.14
31 929 65.62
31 966 46.04
31 998 90.21
32 91 56.57
32 168 66.65
32 176 20.1
32 235 81.88
32 236 31.95
32 238 58.31
32 241 90.62
32 270 53.37
32 330 50.01
32 363 86.93
32 401 24.19
32 438 91.66
32 443 73.66
32 458 12.17
32 471 65.86
32 580 43.17
32 587 47.8
32 595 66.75
32 611 97.49
32 711 36.77
32 727 64.33
32 781 17.09
32 784 95.0
32 811 14.14
32 822 54.45
32 830 81.02
32 906 89.94
32 911 85.09
32 949 99.36
32 952 57.7
32 956 51.97
32 973 79.48
32 979 61.59
33 49 85.51
33 223 63.13
33 326 19.85
33 354 15.0
33 356 79.98
33 369 84.02
33 412 98.06
33 441 29.97
33 483 96.19
33 495 91.09
33 594 59.62
33 681 80.26
33 696 61.81
33 700 58.46
33 709 81.93
33 720 66.49
33 821 82.57
33 880 59.51
33 948 21.1
33 988 38.83
34 40 79.4
34 44 97.01
34 64 66.84
34 92 92.2
34 147 94.13
34 187 50.25
34 255 72.25
34 274 65.52
34 294 91.44
34 335 96.18
34 357 49.37
34 404 68.88
34 407 94.03
34 425 34.21
34 442 30.61
34 574 78.49
34 682 77.39
34 722 85.7
34 747 14.76
34 751 68.07
34 810 8.6
34 999 51.24
35 55 63.78
35 59 13.93
35 122 79.08
35 153 37.74
35 211 79.01
35 257 85.71
35 339 47.01
35 342 94.24
35 362 61.4
35 393 83.41
35 417 4.24
35 482 89.38
35 503 55.95
35 520 57.87
35 529 19.85
35 534 65.12
35 538 81.15
35 557 63.53
35 635 59.01
35 688 89.63
35 718 21.02
35 735 68.88
35 753 93.41
35 789 33.42
35 801 87.56
35 876 84.5
35 882 84.2
35 888 68.68
35 921 8.25
35 959 20.62
35 960 47.85
35 977 68.36
35 993 28.79
36 146 56.0
36 180 38.42
36 185 26.08
36 286 78.72
36 318 78.82
36 345 73.25
36 347 62.13
36 388 96.65
36 492 84.9
36 539 31.26
36 540 78.49
36 604 25.0
36 614 52.15
36 624 79.12
36 651 54.74
36 675 95.08
36 691 9.06
36 745 74.17
36 849 75.66
36 875 85.48
36 942 46.57
36 950 22.02
37 95 96.21
37 123 67.42
37 125 89.19
37 132 79.81
37 177 58.14
37 215 73.38
37 216 53.15
37 268 47.54
37 332 66.65
37 369 91.83
37 378 49.03
37 454 81.49
37 485 85.71
37 501 65.01
37 505 20.22
37 506 90.45
