3000 128505
0 85 97.12
0 134 39.05
0 138 80.41
0 143 43.14
0 144 40.72
0 235 97.16
0 284 54.12
0 353 55.97
0 374 92.02
0 388 71.84
0 414 98.41
0 445 13.6
0 449 85.8
0 465 81.91
0 553 84.86
0 632 95.57
0 656 99.48
0 682 91.76
0 697 62.77
0 707 71.69
0 723 51.09
0 767 77.79
0 787 75.47
0 788 84.39
0 827 19.03
0 828 60.01
0 848 85.59
0 925 87.01
0 968 55.17
0 974 70.77
0 975 43.42
0 1013 35.81
0 1022 69.3
0 1026 67.42
0 1041 58.86
0 1053 72.06
0 1069 67.27
0 1112 67.07
0 1219 73.98
0 1242 92.35
0 1285 65.39
0 1324 65.3
0 1341 98.88
0 1444 22.14
0 1455 72.5
0 1494 65.3
0 1503 70.83
0 1509 83.76
0 1511 47.41
0 1514 82.28
0 1522 75.8
0 1531 65.95
0 1537 21.95
0 1629 46.53
0 1701 96.57
0 1720 90.69
0 1721 74.81
0 1724 77.13
0 1787 97.12
0 1829 29.21
0 1841 47.01
0 1900 71.4
0 1958 95.13
0 1968 85.15
0 1977 45.54
0 1991 99.2
0 2047 73.55
0 2104 60.83
0 2204 29.61
0 2271 36.4
0 2272 75.69
0 2276 14.04
0 2392 66.49
0 2426 96.9
0 2461 86.05
0 2483 67.12
0 2562 69.07
0 2585 78.29
0 2607 46.27
0 2688 74.33
0 2704 56.36
0 2744 61.98
0 2878 97.53
0 2898 98.81
0 2902 83.17
0 2924 6.71
0 2942 57.58
1 87 2.24
1 432 68.01
1 488 74.01
1 602 99.16
1 628 53.15
1 712 65.92
1 719 96.75
1 874 88.24
1 887 95.88
1 919 77.32
1 1023 78.34
1 1054 78.26
1 1104 23.19
1 1120 78.03
1 1153 98.18
1 1154 48.01
1 1283 97.17
1 1333 82.98
1 1400 42.58
1 1413 86.27
1 1538 48.27
1 1588 22.56
1 1626 68.0
1 1678 69.72
1 1740 79.62
1 1827 36.5
1 2056 46.87
1 2197 18.03
1 2227 79.76
1 2337 68.62
1 2368 8.06
1 2391 58.31
1 2421 97.86
1 2451 85.23
1 2491 60.61
1 2539 63.0
1 2542 83.38
1 2606 58.86
1 2628 85.8
1 2662 68.77
1 2673 35.11
1 2674 66.37
1 2696 37.48
1 2698 58.87
1 2711 40.31
2 9 98.23
2 18 79.2
2 223 84.77
2 239 90.43
2 255 82.28
2 265 90.05
2 321 65.22
2 347 76.49
2 400 86.01
2 448 8.94
2 466 62.07
2 474 67.12
2 477 39.82
2 503 72.18
2 525 34.48
2 556 14.42
2 560 9.0
2 585 87.86
2 612 83.22
2 625 65.73
2 679 74.41
2 725 85.7
2 733 35.34
2 794 87.14
2 819 63.13
2 911 41.73
2 923 50.49
2 943 88.41
2 993 37.48
2 1014 94.49
2 1025 82.01
2 1034 42.76
2 1035 41.76
2 1109 65.28
2 1134 61.85
2 1171 94.58
2 1211 56.3
2 1236 21.93
2 1237 56.09
2 1303 63.03
2 1364 55.33
2 1375 59.91
2 1396 89.27
2 1399 51.66
2 1421 65.86
2 1569 37.54
2 1644 99.08
2 1658 99.04
2 1699 45.8
2 1705 38.91
2 1709 63.01
2 1725 85.59
2 1755 64.2
2 1848 75.93
2 1891 37.36
2 1947 37.8
2 1951 89.38
2 1956 66.85
2 1970 64.12
2 1985 87.05
2 2017 35.23
2 2041 96.88
2 2042 83.22
2 2082 75.58
2 2100 90.45
2 2189 75.58
2 2200 56.89
2 2237 98.6
2 2300 66.71
2 2302 43.86
2 2313 21.02
2 2320 49.37
2 2343 51.86
2 2377 94.56
2 2441 82.86
2 2442 92.48
2 2512 88.53
2 2521 25.02
2 2549 50.29
2 2614 75.29
2 2622 95.08
2 2661 81.61
2 2670 46.52
2 2729 79.88
2 2749 90.38
2 2752 98.02
2 2801 79.08
2 2906 93.54
2 2914 55.97
2 2919 85.7
2 2995 44.01
3 39 93.98
3 45 11.7
3 66 54.12
3 160 72.0
3 161 43.46
3 185 58.83
3 195 16.12
3 264 57.28
3 312 28.64
3 415 76.53
3 423 88.6
3 475 33.24
3 512 94.37
3 532 92.18
3 593 93.47
3 616 86.98
3 646 63.2
3 688 85.09
3 704 84.6
3 717 97.94
3 771 98.74
3 791 13.6
3 792 68.43
3 856 92.05
3 953 51.74
3 1037 42.45
3 1077 95.34
3 1080 96.1
3 1108 73.24
3 1123 60.75
3 1180 72.18
3 1195 37.16
3 1261 45.71
3 1312 83.22
3 1317 57.27
3 1343 90.79
3 1362 89.19
3 1424 75.69
3 1477 71.39
3 1489 42.2
3 1542 59.68
3 1574 83.49
3 1575 89.94
3 1601 89.27
3 1646 21.1
3 1653 16.4
3 1675 77.82
3 1751 78.45
3 1785 98.27
3 1798 50.33
3 1858 52.77
3 1859 7.28
3 1921 34.48
3 1957 48.85
3 1996 71.85
3 2112 97.51
3 2136 56.52
3 2142 14.56
3 2143 84.08
3 2154 82.46
3 2160 65.0
3 2240 58.41
3 2242 36.88
3 2246 42.15
3 2273 71.42
3 2317 42.01
3 2335 69.03
3 2385 78.92
3 2393 30.08
3 2473 36.4
3 2513 69.4
3 2527 15.81
3 2717 84.38
3 2737 93.77
3 2759 81.74
3 2763 87.86
3 2782 84.02
3 2864 26.4
3 2897 94.54
3 2899 67.12
3 2910 53.24
3 2964 31.05
3 2977 57.25
4 22 80.41
4 27 53.91
4 51 80.06
4 104 27.46
4 149 31.0
4 156 90.14
4 163 57.43
4 187 71.39
4 225 60.31
4 232 89.44
4 233 59.41
4 272 96.38
4 299 74.33
4 302 56.3
4 324 58.25
4 338 40.82
4 344 83.05
4 358 53.24
4 364 48.27
4 371 86.21
4 376 77.39
4 382 79.65
4 404 33.97
4 417 51.86
4 427 99.86
4 524 86.02
4 614 83.43
4 643 54.12
4 666 3.61
4 713 17.09
4 722 69.23
4 732 63.29
4 736 55.15
4 806 92.85
4 821 98.08
4 836 97.62
4 890 50.77
4 917 85.45
4 987 87.42
4 997 99.37
4 1036 48.92
4 1072 48.66
4 1199 99.85
4 1206 60.42
4 1277 21.54
4 1294 60.17
4 1326 52.81
4 1331 80.08
4 1365 31.89
4 1416 49.09
4 1476 81.79
4 1480 85.0
4 1491 61.66
4 1515 25.08
4 1558 96.6
4 1578 13.15
4 1640 84.86
4 1676 57.43
4 1687 37.8
4 1691 46.52
4 1698 75.29
4 1712 55.9
4 1749 73.82
4 1775 37.8
4 1804 95.34
4 1821 95.26
4 1933 78.75
4 1967 48.76
4 2026 76.03
4 2036 72.03
4 2054 19.1
4 2058 49.04
4 2062 70.83
4 2064 69.18
4 2075 93.72
4 2077 75.72
4 2113 80.75
4 2141 37.58
4 2169 59.91
4 2186 60.31
4 2258 90.44
4 2278 51.2
4 2288 72.78
4 2348 52.63
4 2354 91.4
4 2389 91.08
4 2399 99.72
4 2437 41.77
4 2453 53.15
4 2477 10.2
4 2487 39.45
4 2510 39.56
4 2574 43.32
4 2617 25.18
4 2627 72.9
4 2630 65.03
4 2644 87.66
4 2658 99.5
4 2680 64.66
4 2714 87.82
4 2761 98.6
4 2815 57.8
4 2819 90.96
4 2835 86.7
4 2863 91.78
4 2911 99.62
4 2929 91.78
4 2931 85.45
4 2950 76.48
4 2954 73.16
5 55 38.28
5 117 32.28
5 189 24.41
5 221 79.08
5 228 70.61
5 237 57.01
5 242 38.08
5 247 5.83
5 270 90.47
5 289 73.82
5 441 83.1
5 471 83.41
5 529 35.9
5 562 26.63
5 588 72.42
5 609 46.24
5 620 27.17
5 649 87.82
5 826 78.49
5 839 80.0
5 878 70.35
5 918 86.45
5 1029 43.93
5 1040 40.31
5 1092 97.86
5 1113 21.59
5 1129 56.3
5 1131 65.19
5 1144 7.07
5 1174 34.71
5 1235 90.09
5 1238 19.92
5 1241 89.11
5 1351 37.8
5 1353 30.02
5 1358 72.01
5 1359 48.17
5 1361 86.76
5 1427 34.06
5 1526 47.68
5 1561 82.01
5 1570 88.55
5 1599 41.87
5 1815 69.78
5 1922 72.25
5 1927 45.35
5 2020 19.31
5 2101 20.52
5 2102 10.05
5 2123 48.85
5 2224 96.05
5 2239 79.56
5 2315 59.23
5 2355 69.34
5 2388 51.22
5 2403 68.59
5 2412 51.86
5 2419 69.46
5 2430 22.63
5 2449 92.1
5 2553 12.81
5 2613 61.91
5 2635 10.77
5 2645 92.72
5 2647 72.2
5 2652 63.25
5 2682 33.96
5 2691 65.55
5 2739 39.12
5 2830 68.01
5 2860 91.44
5 2917 97.42
5 2943 53.46
5 2990 93.74
6 63 71.59
6 73 72.01
6 95 75.93
6 112 73.01
6 120 53.94
6 128 44.29
6 217 65.55
6 246 74.22
6 256 82.38
6 292 67.18
6 389 76.94
6 396 16.0
6 501 60.13
6 594 80.81
6 626 53.46
6 635 90.14
6 638 71.51
6 648 91.44
6 659 61.29
6 718 98.08
6 816 56.94
6 891 31.05
6 961 70.68
6 976 24.52
6 984 50.36
6 985 86.01
6 1039 88.53
6 1126 81.94
6 1147 56.22
6 1175 93.23
6 1244 95.82
6 1258 84.72
6 1299 35.78
6 1390 83.36
6 1432 96.6
6 1461 56.04
6 1479 83.73
6 1557 97.02
6 1560 78.75
6 1590 93.26
6 1634 17.46
6 1671 98.86
6 1680 59.93
6 1765 50.29
6 1874 83.6
6 2094 37.48
6 2168 73.43
6 2187 35.36
6 2203 74.55
6 2220 81.1
6 2311 82.1
6 2367 31.62
6 2395 57.58
6 2526 98.98
6 2625 6.71
6 2793 59.64
6 2808 88.54
6 2842 79.65
6 2844 49.82
6 2976 60.67
6 2982 43.57
7 91 32.65
7 110 61.55
7 154 47.51
7 162 87.97
7 175 35.38
7 197 95.72
7 209 31.58
7 248 91.18
7 250 54.23
7 258 61.98
7 259 81.79
7 260 59.94
7 282 34.93
7 304 42.2
7 351 97.06
7 408 91.66
7 416 90.71
7 418 72.25
7 460 66.4
7 468 45.4
7 564 65.86
7 570 67.12
7 577 87.0
7 591 87.1
7 604 53.15
7 606 29.43
7 610 72.07
7 641 96.04
7 671 97.86
7 692 28.32
7 698 60.54
7 730 91.27
7 737 79.92
7 745 32.57
7 817 77.94
7 947 87.37
7 949 19.24
7 991 80.22
7 992 7.62
7 1007 41.11
7 1095 11.4
7 1203 49.66
7 1212 15.03
7 1214 11.0
7 1270 45.88
7 1338 79.51
7 1367 66.1
7 1383 70.86
7 1412 56.44
7 1415 99.62
7 1577 94.15
7 1597 99.13
7 1610 97.31
7 1625 84.72
7 1635 78.39
7 1664 85.44
7 1732 91.01
7 1736 93.47
7 1744 60.21
7 1746 71.02
7 1780 64.85
7 1797 59.14
7 1830 64.44
7 1834 89.69
7 1865 67.62
7 1895 46.1
7 1929 66.29
7 2037 37.58
7 2184 53.81
7 2185 93.94
7 2191 25.55
7 2206 71.02
7 2236 43.6
7 2248 94.03
7 2296 55.36
7 2361 38.08
7 2376 65.46
7 2398 89.96
7 2452 39.0
7 2504 40.46
7 2608 56.46
7 2611 93.86
7 2668 95.13
7 2716 34.53
7 2732 20.59
7 2738 59.21
7 2741 82.81
7 2771 86.41
7 2784 85.6
7 2804 87.13
7 2836 77.1
7 2838 77.06
7 2850 93.39
7 2944 94.05
7 2997 92.44
8 40 65.76
8 47 92.13
8 97 30.89
8 108 63.06
8 152 54.01
8 155 90.96
8 215 17.26
8 320 77.52
8 367 88.39
8 377 87.42
8 395 96.77
8 430 85.56
8 463 51.09
8 536 80.45
8 551 21.0
8 633 59.54
8 702 57.01
8 741 45.31
8 746 12.08
8 763 78.59
8 812 36.8
8 849 44.41
8 907 94.3
8 927 63.07
8 962 76.32
8 983 63.06
8 1016 89.69
8 1073 70.04
8 1093 96.88
8 1094 77.01
8 1149 91.97
8 1164 78.29
8 1297 86.82
8 1323 87.46
8 1330 77.03
8 1376 71.02
8 1392 65.74
8 1419 66.12
8 1594 86.98
8 1650 44.29
8 1662 82.04
8 1719 90.25
8 1727 86.82
8 1735 59.91
8 1739 87.62
8 1770 28.79
8 1869 63.13
8 1879 52.61
8 1903 28.79
8 1910 80.0
8 1962 68.12
8 2048 40.31
8 2086 98.62
8 2092 83.6
8 2096 58.9
8 2121 63.51
8 2130 68.88
8 2145 34.48
8 2180 23.71
8 2211 78.77
8 2216 40.8
8 2217 81.84
8 2283 83.67
8 2352 70.49
8 2365 15.81
8 2369 59.54
8 2375 84.53
8 2386 77.2
8 2432 90.8
8 2468 65.28
8 2530 52.09
8 2536 31.3
8 2537 93.62
8 2546 92.09
8 2547 57.7
8 2656 84.34
8 2692 73.35
8 2702 73.25
8 2758 71.84
8 2800 82.33
8 2821 27.02
8 2858 43.74
8 2873 43.86
8 2905 97.58
8 2987 84.53
9 18 99.76
9 37 55.54
9 201 5.1
9 223 14.0
9 477 74.4
9 525 85.38
9 612 22.47
9 625 72.95
9 703 88.53
9 819 49.65
9 877 59.46
9 911 84.5
9 923 55.22
9 943 82.86
9 1097 52.24
9 1109 35.51
9 1134 62.01
9 1171 57.31
9 1211 48.37
9 1236 76.69
9 1303 57.38
9 1375 86.54
9 1421 82.93
9 1569 87.8
9 1644 29.27
9 1705 60.53
9 1848 92.11
9 1891 68.6
9 2082 53.23
9 2100 16.76
9 2162 62.13
9 2237 43.83
9 2257 5.0
9 2293 9.06
9 2300 76.94
9 2377 92.63
9 2441 52.5
9 2614 69.78
9 2801 72.62
9 2919 13.6
9 2995 56.36
10 14 33.96
10 32 92.96
10 62 90.6
10 75 45.49
10 118 64.2
10 119 62.01
10 126 95.21
10 148 51.48
10 194 69.07
10 205 97.0
10 219 66.49
10 229 87.66
10 275 59.46
10 285 90.25
10 307 82.38
10 313 48.37
10 354 45.62
10 419 47.01
10 451 57.94
10 453 43.05
10 486 88.28
10 534 62.51
10 624 31.89
10 661 89.81
10 669 64.51
10 691 98.41
10 731 84.08
10 739 68.43
10 783 66.71
10 813 96.05
10 841 58.14
10 851 86.58
10 860 56.29
10 879 96.21
10 885 83.63
10 898 85.23
10 901 85.0
10 903 91.98
10 909 99.14
10 926 44.29
10 944 66.89
10 958 65.12
10 1012 74.25
10 1049 8.94
10 1165 46.23
10 1215 53.01
10 1230 31.78
10 1267 49.4
10 1310 77.78
10 1316 46.69
10 1334 78.77
10 1335 90.55
10 1372 95.57
10 1382 48.26
10 1429 97.58
10 1467 89.56
10 1497 98.01
10 1520 67.54
10 1523 83.86
10 1530 90.8
10 1536 55.08
10 1647 58.42
10 1661 89.27
10 1717 73.98
10 1762 41.98
10 1772 60.88
10 1862 62.24
10 1898 64.13
10 1908 57.14
10 1909 66.53
10 1915 59.84
10 1949 59.55
10 1990 32.56
10 2003 80.89
10 2004 54.57
10 2080 92.42
10 2139 85.44
10 2207 61.85
10 2256 76.16
10 2269 81.99
10 2341 55.58
10 2378 54.57
10 2475 48.75
10 2506 28.3
10 2525 77.79
10 2551 68.8
10 2573 96.6
10 2595 87.14
10 2603 81.47
10 2640 69.23
10 2646 68.88
10 2667 42.44
10 2755 88.41
10 2806 72.9
10 2828 36.25
10 2857 82.76
10 2885 97.8
10 2886 29.15
10 2946 72.34
10 2957 57.22
11 16 96.77
11 28 43.97
11 73 90.0
11 157 97.62
11 172 79.62
11 246 97.13
11 277 83.01
11 389 90.08
11 571 79.06
11 605 85.33
11 635 80.53
11 659 96.88
11 683 97.02
11 734 60.22
