1000 14433
0 3 54.04
0 6 48.83
0 166 72.9
0 198 74.41
0 297 53.01
0 313 87.46
0 318 94.11
0 326 88.87
0 365 41.68
0 371 80.53
0 446 82.61
0 464 48.83
0 471 32.2
0 543 96.14
0 568 70.26
0 605 91.83
0 620 59.06
0 633 28.79
0 640 98.33
0 641 89.87
0 644 84.96
0 686 33.97
0 692 39.62
0 706 80.99
0 749 85.28
0 874 98.41
0 903 76.55
0 978 95.71
1 2 86.02
1 30 72.99
1 51 76.94
1 97 20.52
1 101 50.16
1 140 54.71
1 152 82.62
1 161 32.02
1 167 55.01
1 182 84.12
1 204 99.13
1 225 75.47
1 245 46.1
1 267 82.04
1 331 48.88
1 343 40.85
1 435 64.41
1 436 69.2
1 456 49.04
1 521 35.13
1 527 14.0
1 576 59.67
1 623 75.03
1 735 93.51
1 748 12.53
1 770 21.1
1 788 43.46
1 837 91.41
1 889 97.53
1 891 92.11
1 919 73.25
1 921 49.5
1 939 22.63
1 976 98.03
1 977 89.05
2 25 60.75
2 30 17.2
2 51 42.05
2 95 90.09
2 101 81.61
2 140 75.93
2 142 93.01
2 161 91.55
2 167 79.51
2 172 96.8
2 177 93.09
2 182 98.41
2 225 47.41
2 245 78.03
2 256 97.02
2 366 59.91
2 436 68.88
2 456 58.25
2 527 86.83
2 553 44.72
2 678 74.01
2 707 70.6
2 748 75.11
2 788 49.77
2 799 57.0
2 889 96.66
2 919 56.08
2 921 63.01
2 939 71.39
2 976 29.83
3 6 92.13
3 166 70.21
3 168 96.25
3 196 75.21
3 198 54.23
3 241 85.23
3 297 94.37
3 318 67.74
3 326 67.03
3 365 26.17
3 371 77.62
3 438 83.63
3 464 46.04
3 471 42.44
3 493 65.8
3 502 61.03
3 509 62.18
3 543 49.58
3 568 28.79
3 605 61.68
3 620 96.04
3 630 93.65
3 633 50.61
3 634 79.91
3 640 45.12
3 644 55.73
3 686 80.36
3 692 85.38
3 723 87.86
3 749 57.27
3 846 82.39
3 903 67.08
3 959 66.91
3 961 90.0
4 166 70.01
4 168 9.49
4 241 20.0
4 250 28.46
4 309 91.24
4 329 12.04
4 353 90.26
4 371 66.48
4 382 63.06
4 493 67.91
4 502 75.31
4 509 64.94
4 543 60.41
4 605 42.8
4 611 57.97
4 630 33.0
4 634 37.95
4 640 83.0
4 749 48.92
4 774 84.59
4 846 37.64
4 903 62.17
4 978 80.06
5 29 92.05
5 100 97.62
5 139 81.39
5 174 63.25
5 293 98.95
5 307 48.6
5 355 95.52
5 358 77.2
5 406 60.08
5 430 40.45
5 439 86.35
5 497 53.82
5 529 90.61
5 562 99.3
5 584 45.18
5 589 87.2
5 613 55.01
5 654 85.8
5 669 77.06
5 679 15.62
5 691 74.03
5 700 95.52
5 701 53.76
5 755 87.71
5 792 96.25
5 800 71.59
5 816 97.13
5 833 60.0
5 856 72.47
5 892 89.31
5 925 61.74
5 955 96.57
5 997 70.46
6 166 65.92
6 229 75.59
6 297 83.05
6 365 88.41
6 371 70.24
6 446 61.77
6 464 97.65
6 471 81.02
6 620 92.0
6 633 77.03
6 686 65.19
6 692 69.01
6 749 95.04
6 846 98.49
6 903 74.0
6 978 70.94
7 131 30.02
7 315 47.01
7 328 61.29
7 340 3.61
7 345 40.11
7 373 61.98
7 395 33.53
7 413 73.35
7 432 95.01
7 441 91.07
7 454 81.4
7 459 57.97
7 475 57.72
7 478 65.55
7 494 59.68
7 534 63.89
7 538 63.13
7 581 50.36
7 682 99.2
7 872 65.39
7 952 62.01
7 969 55.23
8 63 32.31
8 75 39.6
8 92 95.05
8 106 62.18
8 127 54.04
8 148 68.1
8 151 88.96
8 186 85.45
8 188 12.37
8 223 13.42
8 259 95.59
8 262 91.79
8 289 87.66
8 308 15.03
8 319 46.27
8 325 83.63
8 334 48.0
8 376 39.56
8 386 68.25
8 389 95.13
8 398 36.5
8 401 58.08
8 425 59.93
8 426 41.01
8 431 26.17
8 500 77.28
8 548 59.48
8 556 83.49
8 563 74.63
