1000 14099
0 33 36.35
0 63 66.04
0 66 78.45
0 79 98.01
0 84 27.31
0 93 97.41
0 117 96.38
0 164 74.01
0 165 33.24
0 168 29.97
0 266 3.61
0 283 35.61
0 285 35.9
0 315 59.55
0 596 93.52
0 630 43.83
0 639 16.64
0 666 55.97
0 882 68.88
0 948 99.02
1 4 20.52
1 20 65.92
1 65 33.02
1 133 47.01
1 138 87.37
1 144 32.39
1 214 70.68
1 300 69.35
1 303 74.28
1 350 74.95
1 363 84.65
1 394 98.68
1 398 99.37
1 417 15.26
1 424 81.32
1 566 54.23
1 590 69.26
1 616 78.52
1 621 88.57
1 727 54.63
1 729 85.91
1 741 99.16
1 772 73.11
1 799 65.8
1 873 55.0
1 924 62.17
1 929 71.02
1 931 63.6
1 933 60.07
1 935 49.65
1 953 64.12
1 971 98.27
2 204 73.74
2 213 83.52
2 244 78.16
2 262 12.04
2 385 23.71
2 425 69.35
2 484 37.48
2 560 18.38
2 698 32.98
2 767 98.02
2 813 55.95
2 840 4.12
3 17 84.4
3 53 53.6
3 72 29.97
3 83 89.81
3 153 62.59
3 212 46.1
3 220 55.32
3 331 94.01
3 340 89.32
3 354 95.52
3 362 90.09
3 433 86.4
3 515 99.49
3 576 73.82
3 585 74.11
3 601 65.8
3 614 71.51
3 708 40.31
3 711 69.86
3 762 28.6
3 839 67.9
3 922 85.88
3 982 17.09
4 20 83.82
4 65 24.84
4 133 62.59
4 138 94.34
4 144 20.59
4 214 80.6
4 300 65.86
4 303 94.76
4 350 72.18
4 363 88.57
4 398 80.78
4 417 27.89
4 424 84.38
4 566 69.58
4 590 87.73
4 616 58.0
4 727 64.38
4 729 94.37
4 734 93.56
4 772 52.8
4 799 45.79
4 873 75.29
4 924 54.2
4 929 56.08
4 931 82.46
4 933 46.32
4 935 56.52
4 953 79.63
5 51 43.1
5 86 54.2
5 91 87.66
5 102 45.31
5 143 40.45
5 175 42.76
5 198 49.93
5 234 97.67
5 261 97.5
5 282 63.6
5 294 60.01
5 308 86.95
5 352 19.1
5 359 77.67
5 367 55.01
5 418 71.56
5 503 55.0
5 519 76.49
5 529 65.62
5 530 68.12
5 573 49.68
5 623 48.3
5 628 6.32
5 661 29.83
5 690 48.27
5 703 63.25
5 705 81.34
5 719 42.19
5 733 41.11
5 740 62.8
5 759 85.76
5 790 81.34
5 825 35.13
5 857 79.0
5 878 60.02
5 888 44.69
5 896 40.02
5 915 93.02
5 979 72.92
6 35 65.92
6 106 51.62
6 114 63.89
6 186 70.88
6 217 63.82
6 259 82.57
6 273 50.25
6 336 69.31
6 339 25.08
6 502 24.19
6 504 99.33
6 511 74.33
6 523 39.32
6 546 76.94
6 552 80.23
6 603 95.52
6 631 40.5
6 667 94.02
6 688 36.35
6 774 49.24
6 779 73.06
