3000 129434
0 31 96.21
0 100 41.77
0 134 73.44
0 155 82.71
0 181 92.91
0 249 32.45
0 271 70.21
0 274 89.2
0 325 68.82
0 330 38.33
0 337 40.02
0 368 65.31
0 379 67.91
0 383 83.2
0 389 47.71
0 400 61.13
0 431 56.85
0 435 34.0
0 467 83.05
0 503 81.06
0 521 22.8
0 555 31.91
0 595 55.36
0 600 70.26
0 678 75.45
0 733 60.3
0 789 41.05
0 806 88.65
0 807 64.03
0 813 41.11
0 869 67.45
0 1010 87.32
0 1097 58.67
0 1107 30.41
0 1117 58.42
0 1132 89.05
0 1178 89.27
0 1229 29.41
0 1267 87.32
0 1300 85.38
0 1424 40.31
0 1426 65.03
0 1461 89.36
0 1538 84.29
0 1611 43.01
0 1613 31.14
0 1616 99.69
0 1638 70.09
0 1642 82.76
0 1693 69.31
0 1704 65.46
0 1722 98.33
0 1726 75.29
0 1810 79.21
0 1930 81.15
0 2041 64.66
0 2107 92.78
0 2117 92.66
0 2203 56.57
0 2207 95.75
0 2223 54.45
0 2232 36.36
0 2235 88.19
0 2368 38.83
0 2509 42.54
0 2514 63.63
0 2576 32.06
0 2585 77.42
0 2590 89.05
0 2608 70.35
0 2652 87.86
0 2705 33.54
0 2750 69.12
0 2839 52.43
0 2842 24.41
0 2845 84.05
0 2935 73.03
1 4 71.7
1 96 69.08
1 122 93.19
1 134 96.61
1 154 33.24
1 181 84.93
1 303 51.2
1 304 39.96
1 328 45.62
1 332 83.82
1 383 95.13
1 442 41.3
1 448 34.01
1 483 58.52
1 576 72.92
1 622 78.92
1 629 85.15
1 630 65.6
1 692 27.29
1 801 21.47
1 824 52.8
1 834 36.06
1 861 86.7
1 869 96.34
1 878 43.86
1 883 63.06
1 899 30.59
1 945 34.01
1 984 58.69
1 1012 98.33
1 1022 51.92
1 1059 89.47
1 1129 96.75
1 1157 70.18
1 1193 51.48
1 1216 54.56
1 1230 97.32
1 1236 64.47
1 1242 72.78
1 1300 85.96
1 1302 89.87
1 1314 78.75
1 1335 59.2
1 1340 51.43
1 1369 18.03
1 1401 83.01
1 1409 70.04
1 1446 74.25
1 1458 94.87
1 1495 90.51
1 1527 30.41
1 1580 36.25
1 1589 95.34
1 1595 80.26
1 1600 87.01
1 1642 87.14
1 1681 95.57
1 1722 74.89
1 1724 70.34
1 1727 38.83
1 1782 74.71
1 1832 29.73
1 1846 66.0
1 1883 86.76
1 1905 86.03
1 1930 88.1
1 1944 45.54
1 1961 94.58
1 1965 98.49
1 2005 86.31
1 2018 49.82
1 2034 31.26
1 2048 67.27
1 2052 8.94
1 2057 3.61
1 2067 50.8
1 2070 58.0
1 2103 98.49
1 2161 43.74
1 2195 79.56
1 2259 20.62
1 2269 60.88
1 2272 53.85
1 2306 83.82
1 2307 93.9
1 2328 43.57
1 2369 59.46
1 2421 98.49
1 2445 62.94
1 2460 99.85
1 2463 62.82
1 2522 96.63
1 2544 96.52
1 2568 28.02
1 2585 97.62
1 2590 79.06
1 2652 75.71
1 2774 77.25
1 2845 92.07
1 2857 86.53
1 2861 52.2
1 2882 55.9
1 2895 48.38
1 2897 66.1
1 2944 38.21
1 2994 75.21
2 45 66.73
2 76 83.19
2 170 52.47
2 196 26.4
2 199 56.89
2 204 99.82
2 242 40.01
2 294 13.34
2 340 53.16
2 370 91.24
2 386 46.62
2 393 71.34
2 399 58.69
2 419 63.66
2 443 74.71
2 553 67.27
2 572 86.38
2 591 59.09
2 604 99.04
2 656 29.97
2 675 58.25
2 684 64.78
2 717 55.76
2 728 39.85
2 767 91.26
2 798 91.68
2 823 39.85
2 838 51.92
2 843 62.59
2 901 74.03
2 911 78.29
2 920 59.08
2 924 50.77
2 949 59.84
2 971 95.88
2 980 55.54
2 1006 17.0
2 1093 53.04
2 1122 89.16
2 1171 95.85
2 1307 42.38
2 1326 85.21
2 1427 58.69
2 1477 77.2
2 1519 31.14
2 1561 59.21
2 1758 67.01
2 1826 39.12
2 1882 72.4
2 1886 63.03
2 1958 95.29
2 1982 30.02
2 2076 24.04
2 2082 48.84
2 2087 40.79
2 2095 86.35
2 2155 56.44
2 2164 66.53
2 2251 5.0
2 2298 49.2
2 2326 99.81
2 2363 67.01
2 2382 69.64
2 2384 59.46
2 2386 18.03
2 2398 29.0
2 2459 99.02
2 2545 96.1
2 2613 87.8
2 2617 64.64
2 2719 60.93
2 2752 88.39
2 2755 77.65
2 2757 23.35
2 2766 36.24
