1500 32117
0 265 96.9
0 274 10.2
0 281 57.56
0 336 41.01
0 466 22.2
0 470 59.77
0 484 64.07
0 527 45.1
0 591 50.45
0 608 76.32
0 726 19.1
0 768 68.66
0 790 24.21
0 807 85.15
0 935 51.66
0 983 78.71
0 996 79.03
0 1034 62.51
0 1080 25.08
0 1143 99.01
0 1181 84.72
0 1299 80.96
0 1315 92.2
0 1373 36.89
0 1420 75.45
0 1428 52.43
0 1441 86.03
0 1495 68.1
1 12 65.03
1 263 75.33
1 379 34.13
1 394 86.47
1 471 98.08
1 551 47.38
1 563 73.25
1 564 53.67
1 568 80.0
1 607 99.41
1 686 89.56
1 755 79.4
1 897 24.08
1 946 93.43
1 1047 20.25
1 1282 55.66
1 1432 66.29
1 1455 76.92
2 35 73.0
2 53 96.21
2 65 89.55
2 82 61.66
2 110 80.53
2 136 51.62
2 147 50.09
2 185 74.09
2 201 97.64
2 225 72.62
2 238 57.31
2 261 93.41
2 262 12.81
2 373 43.01
2 416 38.95
2 422 81.06
2 482 81.71
2 494 21.38
2 523 69.38
2 583 87.32
2 610 49.98
2 680 91.02
2 682 99.32
2 763 55.03
2 813 27.46
2 827 51.86
2 860 89.69
2 880 71.84
2 930 89.27
2 943 91.24
2 1010 35.23
2 1039 27.2
2 1228 50.16
2 1238 66.24
2 1275 61.03
2 1277 78.89
2 1289 47.17
2 1293 41.87
2 1306 92.09
2 1320 95.02
2 1449 68.01
2 1452 42.15
2 1462 66.04
2 1499 17.72
3 29 87.3
3 42 48.55
3 54 37.34
3 57 25.5
3 64 89.69
3 84 68.6
3 86 24.17
3 98 83.73
3 100 75.43
3 126 79.01
3 132 30.27
3 224 22.36
3 245 58.6
3 266 95.8
3 289 92.72
3 310 87.0
3 313 80.01
3 335 86.59
3 351 34.54
3 407 87.21
3 450 37.36
3 462 70.21
3 467 32.28
3 497 48.7
3 506 80.06
3 534 89.56
3 571 93.92
3 636 68.54
3 663 33.73
3 684 43.42
3 707 44.28
3 754 56.8
3 787 98.33
3 801 66.49
3 809 57.71
3 814 86.47
3 815 85.09
3 816 97.62
3 843 49.2
3 847 68.01
3 855 73.55
3 937 10.3
3 948 43.05
3 979 90.93
3 1057 26.57
3 1065 94.92
3 1098 69.89
3 1128 31.11
3 1203 93.06
3 1291 74.46
3 1335 92.44
3 1425 92.31
3 1439 66.29
3 1446 46.65
3 1461 81.27
3 1472 18.03
3 1477 88.06
4 38 32.57
4 40 48.76
4 99 45.45
4 142 92.65
4 148 42.49
4 214 62.17
4 229 74.97
4 234 62.77
4 286 83.55
4 345 69.4
4 365 25.0
4 492 11.4
4 501 94.92
4 505 63.98
4 514 91.05
4 556 98.49
4 577 80.8
4 598 39.92
4 635 66.29
4 665 57.8
4 709 99.46
4 716 79.31
4 723 66.01
4 819 64.47
4 914 30.53
4 932 83.24
4 956 98.31
4 1007 84.53
4 1008 83.53
4 1038 88.54
4 1077 79.16
4 1088 93.04
4 1131 66.12
4 1278 20.62
4 1317 54.34
4 1338 56.61
4 1378 18.44
4 1389 86.84
4 1400 67.98
4 1401 61.52
4 1422 68.41
4 1443 38.0
4 1485 36.4
4 1498 72.9
5 20 19.42
5 79 83.67
5 140 98.0
5 210 99.46
5 273 88.05
5 331 52.35
5 340 13.0
5 349 74.73
5 362 68.62
5 476 52.0
5 502 46.1
5 538 96.61
5 575 85.8
5 637 96.0
5 641 74.69
5 654 44.91
5 679 66.22
5 712 85.15
5 721 36.06
5 732 93.26
5 812 48.33
5 861 27.31
5 864 58.18
5 882 24.04
5 913 98.27
5 931 98.23
5 933 89.94
5 1063 39.32
5 1090 42.3
5 1129 75.54
5 1133 89.36
5 1164 96.75
5 1166 55.76
5 1209 11.18
5 1240 78.82
5 1262 42.94
5 1276 25.94
5 1294 86.65
5 1300 78.71
5 1337 94.53
5 1359 95.46
5 1414 77.08
5 1418 60.75
