1000 105111
0 4 225.11
0 11 65.51
0 15 178.23
0 20 279.71
0 22 245.39
0 30 219.32
0 41 146.16
0 45 232.45
0 47 99.02
0 49 194.88
0 55 286.17
0 61 171.01
0 62 111.02
0 64 199.2
0 66 218.05
0 70 215.68
0 74 186.94
0 79 143.66
0 88 233.08
0 91 267.48
0 94 205.94
0 97 189.62
0 101 135.03
0 102 168.72
0 107 84.29
0 113 208.66
0 123 223.57
0 124 230.05
0 126 297.47
0 127 31.32
0 133 298.33
0 138 217.71
0 139 296.62
0 141 65.0
0 146 147.22
0 149 256.26
0 153 298.69
0 155 264.43
0 166 224.83
0 172 235.51
0 180 124.66
0 186 158.9
0 189 232.65
0 195 240.2
0 196 266.66
0 197 192.63
0 206 194.49
0 214 261.9
0 222 185.88
0 223 102.65
0 234 224.2
0 239 118.21
0 244 238.32
0 246 89.07
0 256 224.85
0 260 282.52
0 261 259.56
0 263 102.04
0 264 267.27
0 267 155.23
0 268 162.41
0 271 188.9
0 275 151.03
0 276 60.41
0 280 103.17
0 281 289.18
0 282 268.08
0 287 146.89
0 292 284.69
0 293 138.4
0 295 61.62
0 298 256.56
0 306 291.34
0 314 113.11
0 321 163.71
0 329 278.66
0 331 271.49
0 334 255.72
0 335 168.34
0 336 290.5
0 347 260.07
0 349 267.16
0 350 122.48
0 351 287.41
0 353 233.86
0 356 261.48
0 364 260.01
0 367 94.34
0 368 275.44
0 369 126.85
0 370 213.95
0 376 56.44
0 381 214.13
0 386 123.03
0 388 39.22
0 390 244.17
0 406 283.13
0 410 230.18
0 412 187.43
0 414 240.1
0 418 191.46
0 420 184.81
0 433 286.15
0 438 177.65
0 440 264.76
0 446 289.23
0 447 243.81
0 448 179.14
0 449 255.63
0 456 238.1
0 462 271.15
0 463 298.49
0 467 257.53
0 469 176.21
0 474 134.0
0 476 60.01
0 479 130.3
0 480 277.31
0 484 162.87
0 489 294.93
0 495 295.37
0 500 224.64
0 503 296.6
0 506 295.74
0 508 263.53
0 509 164.07
0 510 115.73
0 517 108.04
0 520 168.19
0 525 133.0
0 529 226.64
0 532 84.02
0 538 299.2
0 541 299.08
0 542 270.3
0 546 277.13
0 552 103.24
0 554 218.22
0 563 31.24
0 565 72.45
0 567 98.66
0 576 232.08
0 579 151.6
0 580 288.06
0 585 198.3
0 591 231.84
0 592 268.29
0 593 146.49
0 594 219.33
0 595 172.01
0 604 267.3
0 605 188.61
0 611 254.88
0 616 134.06
0 618 181.2
0 628 173.76
0 634 299.2
0 635 276.42
0 642 222.95
0 644 236.21
0 646 47.85
0 647 153.22
0 648 164.75
0 652 213.14
0 664 98.74
0 671 133.41
0 677 198.49
0 679 246.17
0 680 270.86
0 694 223.65
0 702 258.52
0 706 152.05
0 710 75.71
0 720 278.0
0 725 123.56
0 726 238.92
0 730 93.52
0 737 191.73
0 747 165.48
0 749 166.51
0 750 278.55
0 751 274.7
0 753 237.26
0 756 81.32
0 757 211.98
0 770 145.21
0 771 141.16
0 772 219.66
0 774 126.92
0 776 235.85
0 777 187.07
0 781 97.32
0 783 252.52
0 785 97.42
0 786 160.6
0 788 232.94
0 790 190.79
0 799 178.49
0 801 207.65
0 804 272.02
0 810 217.22
0 812 246.59
0 813 249.78
0 817 177.71
0 819 148.19
0 820 283.66
0 827 266.06
0 830 291.73
0 832 207.52
0 841 216.52
0 842 119.85
0 844 239.04
0 846 198.02
0 851 193.35
0 860 249.16
0 861 52.09
0 867 261.73
0 869 136.62
0 875 224.29
0 877 147.11
0 880 255.04
0 884 211.75
0 888 266.1
0 889 282.71
0 891 181.14
0 894 84.96
0 897 150.76
0 898 69.01
0 900 141.4
0 904 196.46
0 908 229.24
0 920 206.24
0 921 284.2
0 924 271.4
0 929 299.02
0 931 172.47
0 932 153.77
0 937 280.41
0 941 167.0
0 943 204.2
0 949 101.12
0 951 199.57
0 952 254.39
0 955 233.75
0 957 255.2
0 961 268.29
0 962 179.81
0 966 290.62
0 969 166.71
0 972 294.48
0 979 245.49
0 980 83.1
0 981 165.51
0 983 285.19
0 987 261.43
0 993 232.36
0 996 260.56
0 997 238.65
0 999 94.37
1 10 161.32
1 15 297.06
1 16 243.81
1 17 242.98
1 18 281.3
1 22 276.9
1 29 260.66
1 33 228.27
1 36 131.31
1 37 209.4
1 39 226.28
1 43 193.09
1 53 271.12
1 59 213.28
1 63 221.69
1 67 261.98
1 71 229.71
1 75 212.85
1 76 297.57
1 77 81.06
1 79 290.24
1 80 219.49
1 82 283.85
1 88 122.49
1 92 190.98
1 108 43.19
1 112 177.23
1 116 216.75
1 117 286.06
1 123 260.55
1 126 190.18
1 137 40.79
1 138 153.31
1 139 252.21
1 145 64.9
1 150 218.11
1 154 244.81
1 155 107.94
1 162 153.57
1 164 279.66
1 167 208.14
1 175 282.3
1 185 197.39
1 187 235.94
1 191 224.4
1 192 154.16
1 197 187.78
1 201 255.05
1 204 159.13
1 205 107.2
1 207 229.65
1 209 237.49
1 211 268.0
1 223 295.31
1 224 170.58
1 226 241.46
1 228 207.97
1 229 258.94
1 230 274.77
1 235 241.48
1 240 200.56
1 241 174.11
1 243 182.36
1 244 220.79
1 248 84.5
1 250 175.57
1 254 142.62
1 258 207.28
1 266 182.17
1 267 197.25
1 271 273.36
1 277 197.62
1 279 180.07
1 283 272.26
1 286 153.08
1 297 224.51
1 306 66.76
1 308 284.49
1 311 245.65
1 315 116.1
1 316 155.33
1 320 256.89
1 322 92.4
1 341 193.15
1 345 241.76
1 350 236.12
1 352 27.46
1 355 250.16
1 358 291.67
1 362 229.26
1 363 193.83
1 367 260.28
1 382 154.87
1 384 287.27
1 390 195.56
1 391 115.45
1 396 30.41
1 404 291.62
1 406 85.0
1 407 245.64
1 409 228.04
1 410 124.2
1 411 222.03
1 412 211.57
1 413 210.77
1 416 249.32
1 418 173.12
1 421 280.33
1 422 177.0
1 427 292.17
1 429 192.59
1 430 160.45
1 431 251.24
1 433 103.23
1 439 131.19
1 442 51.87
1 446 168.44
1 448 252.73
1 455 275.02
1 456 194.67
1 462 145.87
1 466 244.81
1 467 273.65
1 469 216.76
1 472 197.04
1 476 291.81
1 478 150.42
1 484 298.0
1 486 294.28
1 488 237.02
1 489 264.02
1 490 242.8
1 494 23.35
1 496 224.06
1 499 245.71
1 500 160.8
1 505 62.24
1 507 112.87
1 508 270.95
1 512 231.32
1 531 64.94
1 532 267.64
1 538 172.73
1 546 75.0
1 548 154.05
1 549 246.07
1 550 236.07
1 551 153.84
1 559 53.74
1 560 149.62
1 565 283.35
1 567 252.56
1 568 174.83
1 569 221.42
1 574 232.13
1 580 79.4
1 589 275.96
1 592 155.08
1 595 182.43
1 601 232.31
1 602 223.81
1 603 151.43
1 604 280.96
1 606 77.82
1 607 247.69
1 612 77.47
1 616 266.94
1 618 203.92
1 620 222.15
1 622 182.12
1 623 257.85
1 628 268.21
1 630 221.21
1 634 193.83
1 635 202.2
1 636 126.65
1 637 228.85
1 639 151.61
1 641 249.26
1 645 231.82
1 651 172.79
1 662 156.06
1 666 125.4
1 669 271.96
1 671 238.65
1 672 277.42
1 676 295.6
1 680 170.08
1 689 282.64
1 694 132.54
1 698 151.22
1 700 150.0
1 709 75.58
1 718 294.68
1 719 245.73
1 722 234.14
1 723 157.49
1 727 218.58
1 735 143.18
1 736 267.88
1 737 224.7
1 738 227.37
1 741 229.24
1 742 171.59
1 743 184.11
1 745 263.12
1 747 203.23
1 749 185.39
1 750 232.64
1 756 290.21
1 758 20.12
1 759 88.2
1 760 298.24
1 762 293.16
1 766 189.42
1 772 132.22
1 782 104.58
1 783 99.08
1 787 71.57
1 790 217.47
1 796 290.8
1 801 298.48
1 803 201.2
1 804 283.27
1 810 270.84
1 812 104.56
1 815 91.42
1 816 254.97
1 817 214.55
1 832 192.61
1 833 223.09
1 841 158.81
1 844 275.54
1 845 275.47
1 849 200.25
1 850 255.57
1 852 89.38
1 853 180.28
1 864 45.25
1 869 220.06
1 870 68.88
1 875 126.92
1 877 248.39
1 880 222.62
1 884 160.38
1 893 298.22
1 895 263.8
1 899 294.97
1 903 252.25
1 906 91.93
1 910 121.15
1 911 42.19
1 913 172.89
1 914 293.2
1 920 152.64
1 922 194.86
1 924 231.35
1 925 214.02
1 928 241.76
1 931 252.12
1 932 199.16
1 934 297.85
1 937 255.98
1 940 182.0
1 946 86.88
1 950 234.48
1 955 132.19
1 957 99.72
1 959 282.85
1 961 155.08
1 962 171.47
1 963 148.12
1 967 133.99
1 968 91.55
1 971 298.26
1 978 132.28
1 982 268.75
1 985 105.65
1 990 240.95
1 993 118.71
1 996 237.65
1 997 250.7
2 6 275.18
2 7 297.54
2 12 139.94
2 13 159.53
2 27 288.11
2 32 295.53
2 44 289.35
2 48 124.17
2 54 139.09
2 85 184.98
2 93 140.09
2 105 266.72
2 106 158.69
2 119 161.79
2 128 207.3
2 135 194.31
2 142 278.63
2 152 113.0
2 156 282.39
2 161 249.95
2 174 253.71
2 183 284.2
2 200 48.27
2 218 128.13
2 232 77.23
2 237 248.32
2 249 267.69
2 251 166.01
2 252 140.06
2 262 35.51
2 265 237.05
2 272 256.44
2 273 89.94
2 274 85.63
2 294 24.76
2 299 278.38
2 301 29.61
2 302 183.1
2 304 76.9
2 310 238.02
2 330 156.17
2 338 180.77
2 340 191.85
2 344 46.24
2 348 33.62
2 354 52.5
2 359 150.9
2 361 225.94
2 377 39.12
2 387 222.18
2 402 287.84
2 419 92.31
2 424 125.72
2 425 166.9
2 428 277.71
2 450 247.68
2 451 246.56
2 458 57.63
2 471 192.85
2 477 157.06
2 485 33.24
2 498 165.68
2 513 257.03
2 515 7.07
2 516 55.04
2 519 74.24
2 523 99.62
2 533 35.74
2 537 267.85
2 547 290.02
2 557 185.84
2 561 181.14
2 562 211.12
2 582 277.97
2 588 104.29
2 597 217.01
2 609 204.36
2 613 36.67
2 626 64.94
2 627 105.02
2 638 200.17
2 653 113.77
2 661 259.68
2 668 284.79
2 670 292.0
2 673 297.93
2 681 258.9
2 692 113.85
2 693 38.08
2 704 254.02
2 711 292.35
2 713 272.53
2 716 281.13
2 717 237.35
2 721 199.12
2 724 292.88
2 731 225.28
2 732 283.99
2 739 133.36
2 746 35.38
2 764 242.07
2 765 35.85
2 769 292.44
2 775 261.54
2 793 94.53
2 822 177.89
2 824 253.36
2 829 65.19
2 834 250.83
2 839 245.54
2 847 154.12
2 862 157.08
2 863 194.06
2 868 231.2
2 872 180.92
2 876 93.41
2 882 53.71
2 883 238.17
2 915 60.8
2 919 207.88
2 930 199.12
2 938 259.86
2 944 78.23
2 947 121.31
2 976 131.06
2 992 202.39
3 8 66.12
3 20 180.16
3 24 147.46
3 30 216.94
3 32 251.13
3 44 271.14
3 47 263.69
3 49 165.74
3 58 43.19
3 62 252.0
3 64 206.83
3 66 271.59
3 69 286.14
3 70 248.65
3 73 268.73
3 74 227.4
3 84 115.74
3 86 248.89
3 87 156.52
3 89 85.7
3 107 293.0
3 115 219.7
3 134 296.06
3 144 46.69
3 148 228.76
3 153 89.36
3 160 296.29
3 170 124.2
3 179 287.18
3 182 289.92
3 188 159.79
3 189 160.03
3 198 105.34
3 202 226.77
3 203 292.17
3 206 289.0
3 215 95.9
3 219 141.06
3 220 151.91
3 225 183.46
3 233 266.18
3 238 70.58
3 242 211.4
3 249 290.29
3 253 87.32
3 255 36.8
3 256 274.65
3 259 158.2
3 260 243.51
3 261 104.92
3 263 281.02
3 269 133.15
3 281 71.45
3 287 219.04
3 296 150.05
3 298 242.26
3 307 123.37
3 313 153.15
3 314 248.5
3 323 287.17
3 331 147.43
3 332 169.59
3 334 246.45
3 335 291.01
3 346 27.78
3 347 184.81
3 353 128.44
3 364 112.68
3 365 126.61
3 369 239.13
3 371 202.05
3 373 139.46
3 380 119.1
3 381 163.37
3 383 167.6
3 386 259.24
3 394 57.56
3 399 246.17
3 417 56.59
3 420 260.07
3 435 173.17
3 441 287.37
3 449 108.27
3 450 290.55
3 468 256.16
3 479 296.34
3 495 67.12
3 501 290.64
3 502 95.48
3 503 254.56
3 504 116.62
3 509 196.46
3 517 255.15
3 522 97.05
3 529 149.59
3 530 173.22
3 534 259.54
3 535 264.92
3 536 291.63
3 542 276.27
3 547 255.16
3 570 76.49
3 572 293.02
3 582 264.12
3 593 291.53
3 594 241.96
3 598 245.94
3 600 292.48
3 605 254.57
3 614 101.24
3 617 220.02
3 640 271.18
3 643 129.71
3 644 214.58
3 647 279.33
3 678 76.24
3 688 137.82
3 690 150.44
3 691 148.63
3 695 285.95
3 699 271.9
3 704 285.77
3 705 81.61
3 707 224.72
3 708 192.57
3 712 10.77
3 716 255.36
3 734 165.42
3 767 188.86
3 768 271.9
3 769 246.02
3 770 240.75
3 788 164.92
3 798 222.04
3 807 166.34
3 808 217.68
3 811 127.53
3 819 231.1
3 820 170.82
3 823 216.39
3 825 184.3
3 827 272.07
3 828 52.04
3 830 185.61
3 835 80.62
3 838 192.11
3 840 227.9
3 842 242.83
3 851 272.9
3 856 230.7
3 860 117.27
3 873 193.83
3 874 244.08
3 888 214.11
3 889 274.25
3 891 186.34
3 896 220.49
3 897 209.77
3 902 95.75
3 904 165.37
3 921 85.87
3 923 190.91
3 926 138.45
3 938 294.55
3 941 197.41
3 945 279.59
3 949 284.34
3 952 110.69
3 956 161.12
3 964 141.06
3 969 213.71
3 972 280.07
3 979 195.67
3 980 292.03
3 981 203.42
3 994 24.19
4 6 186.51
4 11 283.98
4 15 149.62
4 20 218.05
4 22 190.8
4 28 290.58
4 30 170.39
4 31 292.28
4 35 166.77
4 47 244.93
4 49 271.66
4 51 121.76
4 55 63.32
4 61 54.23
4 62 249.69
4 64 184.74
4 70 138.8
4 74 165.6
4 83 270.75
4 85 293.6
4 86 207.97
4 91 47.89
4 101 90.09
4 102 60.44
4 103 274.17
4 105 178.19
4 106 281.9
4 107 178.04
4 111 230.71
4 113 139.32
4 114 296.81
4 124 13.0
4 126 292.88
4 127 255.5
4 135 273.54
4 136 243.82
4 141 198.15
4 142 163.77
4 146 78.01
4 149 88.96
4 153 298.61
4 156 200.21
4 157 245.61
4 159 171.77
4 160 147.41
4 161 191.31
4 171 191.56
4 172 159.36
4 173 209.61
4 176 171.83
4 181 248.51
4 182 149.9
4 183 281.64
4 184 193.99
4 188 251.07
4 189 228.97
4 193 232.82
4 195 22.02
4 196 90.14
4 199 245.81
4 208 256.7
4 210 146.41
4 217 208.46
4 221 252.13
4 223 176.71
4 234 88.53
4 236 251.25
4 237 193.28
4 242 212.12
4 245 216.12
4 246 155.27
4 247 282.82
4 249 242.92
4 257 240.15
4 260 169.05
4 263 280.51
4 264 46.1
4 265 277.72
4 268 125.21
4 271 173.9
4 275 74.67
4 276 165.59
4 280 153.03
4 287 215.6
4 293 109.12
4 295 185.32
4 299 253.02
4 303 299.21
4 313 254.37
4 314 244.2
4 317 250.68
4 340 256.72
4 342 258.77
4 343 127.53
4 349 51.74
4 350 242.53
4 351 93.23
4 357 217.34
4 367 275.87
4 369 207.55
4 373 268.56
4 376 223.44
4 386 287.47
4 388 239.88
4 395 231.66
4 402 152.82
4 404 277.18
4 414 20.52
4 420 130.8
4 428 209.33
4 437 173.97
4 443 182.78
4 451 208.73
4 452 225.8
4 456 257.5
4 463 93.38
4 464 299.17
4 467 201.06
4 471 249.36
4 476 233.81
4 480 136.62
4 481 147.23
4 500 285.83
4 501 151.38
4 502 299.82
4 503 170.5
4 509 252.24
4 510 116.48
4 513 198.28
4 514 239.87
4 517 249.37
4 525 92.35
4 532 244.56
4 534 232.86
4 537 199.68
4 539 150.84
4 541 105.6
4 547 266.36
4 557 255.0
4 561 292.2
4 562 252.35
4 563 246.95
4 565 266.9
4 567 264.32
4 572 158.45
4 591 35.13
4 593 118.15
4 594 145.62
4 595 285.95
4 596 108.17
4 597 290.34
4 604 201.61
4 618 245.49
4 628 178.51
4 629 247.35
4 634 291.57
4 635 270.02
4 642 80.23
4 644 174.04
4 646 251.03
4 656 200.17
4 661 226.35
4 663 207.33
4 664 155.86
4 668 220.08
4 670 171.41
4 673 146.39
4 681 268.27
4 686 249.39
4 695 178.68
4 702 69.89
4 710 299.14
4 713 180.07
4 717 216.76
4 724 148.05
4 725 105.55
4 730 143.61
4 732 181.6
4 753 76.03
4 756 289.39
4 769 291.29
4 770 177.26
4 771 97.08
4 775 202.47
4 776 134.35
4 784 148.39
4 788 223.4
4 794 169.07
4 795 262.36
4 797 228.95
4 800 182.78
4 803 297.52
4 807 297.17
4 810 182.99
4 811 293.39
4 813 97.33
4 817 234.23
4 819 293.89
4 824 214.39
4 825 263.05
4 827 135.0
4 831 258.97
4 832 254.01
4 833 275.04
4 834 191.26
4 842 216.32
4 844 188.47
4 846 27.29
4 848 208.04
4 861 277.18
4 863 256.7
4 865 227.86
4 868 226.92
4 869 255.72
4 871 208.66
4 872 269.27
4 874 182.27
4 880 241.78
4 884 288.33
4 890 267.71
4 891 290.0
4 892 252.06
4 894 182.0
4 896 288.23
4 897 246.92
4 898 156.12
4 900 100.72
4 901 160.02
4 904 256.7
4 907 265.71
4 909 232.22
4 912 268.17
4 919 264.82
