1500 242376
0 27 109.02
0 35 133.0
0 39 245.2
0 40 221.68
0 45 194.54
0 52 256.98
0 54 273.54
0 61 275.11
0 62 190.38
0 84 293.47
0 88 158.53
0 92 164.03
0 99 139.81
0 101 274.14
0 105 216.04
0 108 286.67
0 120 208.47
0 128 291.39
0 131 212.64
0 134 99.04
0 142 272.03
0 161 122.59
0 167 125.23
0 169 77.7
0 171 216.13
0 191 23.19
0 203 182.78
0 206 234.35
0 207 97.69
0 224 173.12
0 228 299.79
0 232 215.86
0 233 295.11
0 234 237.47
0 239 220.97
0 240 248.01
0 242 83.02
0 252 77.67
0 271 131.13
0 278 70.21
0 288 279.21
0 301 220.51
0 320 169.54
0 321 249.8
0 322 224.88
0 337 178.88
0 341 109.4
0 344 241.41
0 347 295.11
0 361 258.12
0 365 134.54
0 373 284.04
0 378 269.16
0 404 242.04
0 406 145.91
0 421 195.04
0 424 279.78
0 427 293.64
0 443 292.93
0 446 250.2
0 463 184.11
0 467 108.47
0 472 171.14
0 477 230.33
0 486 84.59
0 489 205.77
0 504 168.22
0 512 197.06
0 515 76.49
0 519 231.01
0 521 104.36
0 527 297.2
0 540 299.03
0 543 223.45
0 547 169.28
0 552 273.23
0 557 100.0
0 561 274.8
0 563 127.14
0 568 162.86
0 569 214.57
0 571 294.24
0 572 227.18
0 589 194.15
0 600 52.01
0 604 222.32
0 611 116.73
0 625 191.85
0 632 211.85
0 636 299.9
0 637 223.66
0 639 175.32
0 648 251.8
0 651 253.14
0 668 84.43
0 670 218.25
0 677 248.29
0 685 182.91
0 693 249.21
0 701 198.34
0 708 143.38
0 709 226.06
0 760 168.44
0 770 250.25
0 772 213.96
0 774 253.1
0 776 248.94
0 779 225.79
0 781 38.01
0 788 159.89
0 791 294.55
0 798 273.7
0 803 250.71
0 812 203.77
0 814 105.55
0 822 198.73
0 824 184.98
0 833 243.31
0 842 127.32
0 847 218.33
0 866 180.54
0 875 290.39
0 881 175.97
0 884 97.51
0 886 254.15
0 888 294.74
0 891 242.04
0 940 101.08
0 942 264.02
0 949 187.32
0 953 107.07
0 959 269.07
0 962 279.3
0 965 34.71
0 966 188.6
0 971 235.44
0 979 287.94
0 980 277.06
0 984 267.69
0 986 210.95
0 991 195.88
0 998 61.0
0 1012 157.95
0 1015 260.16
0 1018 250.06
0 1020 241.85
0 1023 175.41
0 1027 92.66
0 1035 273.18
0 1048 236.91
0 1051 115.97
0 1056 201.1
0 1063 273.13
0 1067 52.89
0 1069 233.08
0 1070 254.24
0 1072 150.66
0 1081 160.05
0 1086 175.39
0 1102 282.78
0 1111 153.18
0 1121 280.98
0 1122 155.43
0 1123 187.3
0 1135 244.2
0 1136 195.13
0 1142 291.08
0 1145 185.92
0 1148 261.28
0 1178 279.95
0 1180 158.15
0 1185 116.93
0 1186 280.64
0 1187 278.64
0 1192 257.39
0 1212 88.14
0 1222 223.89
0 1241 297.87
0 1250 173.08
0 1257 50.45
0 1290 214.83
0 1293 241.75
0 1314 291.74
0 1317 290.69
0 1329 253.66
0 1331 157.51
0 1336 248.7
0 1345 75.58
0 1357 124.04
0 1362 248.4
0 1363 173.03
0 1366 119.05
0 1385 264.27
0 1392 294.16
0 1393 64.4
0 1406 217.94
0 1419 203.71
0 1422 79.12
0 1424 165.1
0 1429 199.22
0 1431 294.65
0 1435 189.84
0 1440 160.7
0 1450 234.87
0 1453 108.58
0 1471 31.4
0 1474 281.63
0 1477 258.8
0 1482 134.63
0 1493 263.15
1 4 40.36
1 10 194.45
1 15 278.21
1 17 246.42
1 19 241.85
1 20 182.85
1 21 210.15
1 26 181.47
1 28 201.43
1 32 292.55
1 44 190.59
1 48 257.89
1 49 130.98
1 50 263.66
1 59 196.02
1 69 115.69
1 72 117.72
1 73 19.42
1 75 224.8
1 76 135.0
1 79 61.01
1 81 28.18
1 83 248.68
1 90 221.88
1 93 199.9
1 95 229.4
1 97 244.5
1 106 48.76
1 109 159.45
1 110 62.03
1 113 268.21
1 114 186.08
1 122 181.18
1 126 96.75
1 143 85.16
1 147 113.9
1 148 103.83
1 152 258.28
1 159 299.34
1 163 175.37
1 165 116.97
1 166 259.67
1 168 237.0
1 170 275.19
1 173 183.0
1 174 239.7
1 176 280.06
1 180 166.88
1 182 169.53
1 188 286.75
1 189 294.36
1 190 214.95
1 199 138.6
1 201 119.05
1 202 286.94
1 205 226.37
1 214 74.22
1 215 137.52
1 219 238.2
1 229 176.23
1 235 165.64
1 238 168.68
1 250 152.0
1 253 155.71
1 266 91.84
1 282 273.22
1 297 286.04
1 305 71.57
1 307 125.43
1 309 94.59
1 327 72.14
1 328 191.91
1 330 298.38
1 332 94.64
1 343 135.25
1 350 256.63
1 355 86.83
1 359 214.93
1 360 269.77
1 362 227.91
1 371 298.3
1 372 155.56
1 374 141.32
1 377 280.3
1 384 143.09
1 387 178.81
1 390 133.42
1 400 179.36
1 407 290.8
1 410 279.95
1 419 279.84
1 428 139.52
1 431 29.41
1 438 212.49
1 440 227.5
1 445 57.87
1 449 264.12
1 455 172.51
1 460 29.43
1 461 155.6
1 468 132.82
1 473 272.2
1 475 263.23
1 479 284.3
1 481 286.4
1 500 181.65
1 503 117.32
1 508 272.97
1 509 146.58
1 516 186.95
1 518 257.28
1 524 134.01
1 532 215.43
1 535 201.3
1 536 192.9
1 545 112.87
1 548 16.97
1 556 245.42
1 558 143.03
1 559 213.03
1 567 297.03
1 576 294.24
1 587 146.17
1 588 205.55
1 592 240.47
1 599 267.44
1 601 183.1
1 602 221.68
1 605 213.93
1 610 283.02
1 615 157.1
1 617 251.24
1 623 231.46
1 627 199.02
1 629 99.32
1 652 84.43
1 654 262.19
1 658 297.29
1 661 202.62
1 669 61.68
1 672 263.94
1 681 267.59
1 690 159.83
1 694 226.05
1 696 86.03
1 706 94.37
1 710 113.22
1 711 268.54
1 717 214.7
1 724 250.24
1 730 187.77
1 732 242.29
1 742 236.04
1 748 130.08
1 749 131.91
1 757 86.95
1 765 88.2
1 767 243.71
1 768 260.82
1 773 291.53
1 786 131.31
1 789 231.7
1 792 273.98
1 793 186.55
1 794 208.57
1 797 254.75
1 802 173.82
1 804 278.88
1 806 164.83
1 808 235.14
1 815 167.84
1 817 100.9
1 819 168.77
1 821 64.03
1 830 53.08
1 831 179.03
1 837 64.03
1 844 258.77
1 846 294.73
1 849 15.81
1 851 226.38
1 857 275.31
1 859 60.21
1 861 276.56
1 864 125.14
1 869 200.45
1 871 213.65
1 874 169.67
1 877 116.25
1 882 52.8
1 883 136.86
1 895 275.5
1 896 268.57
1 901 296.97
1 906 119.41
1 907 170.99
1 908 65.12
1 909 231.41
1 917 179.01
1 920 76.42
1 921 175.14
1 924 283.18
1 931 253.14
1 932 156.63
1 934 114.91
1 939 52.35
1 943 298.81
1 944 206.0
1 946 139.18
1 948 175.11
1 951 196.02
1 954 98.43
1 957 286.69
1 961 242.56
1 970 240.83
1 976 111.89
1 977 225.34
1 978 34.06
1 993 258.98
1 994 286.36
1 995 119.71
1 996 74.09
1 1000 298.3
1 1002 167.94
1 1003 252.46
1 1004 98.01
1 1008 120.42
1 1010 215.01
1 1014 269.9
1 1017 204.83
1 1028 217.88
1 1029 86.01
1 1040 79.93
1 1046 292.97
1 1047 220.77
1 1064 279.12
1 1065 221.07
1 1066 293.74
1 1079 284.97
1 1093 88.64
1 1096 223.99
1 1108 156.73
1 1112 259.62
1 1117 280.64
1 1124 290.08
1 1132 69.53
1 1134 235.7
1 1141 75.15
1 1143 135.33
1 1144 30.81
1 1147 282.45
1 1149 275.35
1 1150 144.46
1 1151 120.74
1 1158 79.16
1 1159 144.85
1 1166 200.42
1 1177 298.29
1 1183 207.47
1 1189 46.4
1 1190 102.53
1 1191 121.38
1 1195 101.24
1 1200 108.93
1 1203 55.15
1 1207 239.59
1 1213 124.04
1 1215 124.65
1 1216 258.02
1 1218 234.2
1 1221 230.78
1 1225 171.77
1 1226 187.3
1 1230 293.65
1 1231 134.32
1 1233 131.7
1 1237 230.71
1 1245 167.24
1 1248 104.74
1 1263 116.0
1 1264 178.39
1 1265 110.64
1 1274 211.02
1 1278 295.85
1 1286 220.02
1 1289 183.22
1 1296 216.0
1 1300 143.84
1 1305 180.48
1 1307 122.38
1 1312 221.82
1 1313 258.02
1 1322 224.2
1 1328 294.92
1 1339 231.95
1 1343 85.15
1 1352 174.41
1 1359 53.04
1 1361 176.38
1 1372 83.6
1 1375 277.09
1 1382 280.81
1 1389 68.07
1 1394 163.02
1 1396 245.69
1 1401 286.71
1 1405 119.08
1 1407 157.08
1 1414 101.27
1 1418 276.18
1 1423 259.02
1 1432 92.97
1 1456 200.81
1 1458 269.47
1 1466 251.79
1 1468 242.62
1 1481 175.8
1 1490 71.87
1 1491 245.84
1 1492 180.06
2 3 243.96
2 9 25.24
2 10 295.65
2 11 80.66
2 24 195.86
2 29 126.44
2 30 179.2
2 31 164.26
2 32 151.21
2 33 218.9
2 47 262.84
2 50 185.87
2 51 72.92
2 53 133.82
2 58 204.79
2 64 85.09
2 67 241.21
2 70 200.19
2 78 191.37
2 80 81.05
2 82 120.74
2 83 241.96
2 87 252.44
2 89 191.64
2 94 215.46
2 97 211.15
2 103 212.85
2 109 284.45
2 113 249.55
2 116 239.3
2 129 114.59
2 130 187.01
2 132 292.03
2 135 223.71
2 138 231.54
2 144 250.45
2 145 191.02
2 146 278.47
2 153 273.13
2 156 20.02
2 172 204.47
2 175 257.86
2 177 231.04
2 181 277.63
2 187 134.41
2 189 160.23
2 190 259.34
2 194 51.24
2 197 171.56
2 210 98.23
2 211 203.2
2 213 157.18
2 216 131.89
2 217 114.48
2 219 252.1
2 227 188.04
2 229 282.29
2 241 141.88
2 244 177.34
2 246 282.69
2 248 141.2
2 255 214.67
2 256 152.74
2 257 53.15
2 259 124.91
2 263 191.51
2 265 135.82
2 267 271.31
2 276 129.31
2 281 190.83
2 282 171.27
2 287 71.7
2 289 181.22
2 290 195.41
2 292 55.23
2 298 13.34
2 299 53.15
2 303 191.03
2 304 242.92
2 306 157.85
2 308 173.05
2 315 252.94
2 318 218.28
2 319 284.11
2 324 105.91
2 326 138.77
2 330 244.7
2 331 296.52
2 336 249.06
2 348 125.0
2 359 236.3
2 360 263.94
2 363 169.03
2 364 291.82
2 367 222.09
2 369 125.9
2 370 297.36
2 375 96.4
2 377 162.5
2 381 181.81
2 389 96.1
2 391 258.77
2 393 263.18
2 394 113.75
2 395 225.64
2 396 143.21
2 399 260.02
2 403 261.6
2 407 198.4
2 408 93.61
2 411 255.77
2 412 298.69
2 418 228.98
2 430 232.02
2 433 109.77
2 434 170.77
2 436 286.71
2 439 287.62
2 448 218.94
2 453 31.91
2 457 226.49
2 459 275.41
2 462 267.92
2 464 188.22
2 465 220.64
2 480 139.3
2 482 185.93
2 483 184.07
2 492 174.93
2 495 202.18
2 496 220.91
2 502 277.87
2 506 246.05
2 507 232.82
2 510 133.06
2 514 74.97
2 518 186.7
2 520 188.07
2 523 121.63
2 526 47.07
2 536 260.34
2 538 106.89
2 539 83.15
2 546 65.79
2 550 212.53
2 553 128.66
2 555 35.0
2 559 281.58
2 565 140.19
2 570 241.81
2 574 220.42
2 575 225.14
2 578 202.43
2 580 294.77
2 582 227.86
2 583 282.4
2 590 114.63
2 592 209.99
2 595 124.02
2 597 127.62
2 608 137.42
2 613 109.77
2 616 145.88
2 623 217.39
2 628 110.17
2 631 273.59
2 634 53.41
2 641 222.0
2 642 145.79
2 644 137.83
2 645 157.03
2 649 48.26
2 653 260.46
2 657 271.74
2 659 277.02
2 660 211.9
2 663 183.86
2 664 105.55
2 666 280.74
2 672 220.17
2 675 126.04
2 687 160.1
2 692 122.0
2 697 202.02
2 703 34.41
2 711 199.45
2 712 276.13
2 718 106.9
2 719 157.54
2 720 221.36
2 723 92.1
2 726 187.8
2 737 138.13
2 747 231.86
2 754 53.04
2 756 145.26
2 759 164.84
2 761 161.38
2 764 197.02
2 766 193.19
2 769 241.75
2 773 158.4
2 775 281.95
2 782 36.24
2 785 292.25
2 787 88.09
2 789 211.29
2 790 80.16
2 792 171.03
2 795 280.74
2 796 152.49
2 801 246.14
2 808 209.06
2 809 245.66
2 816 172.03
2 818 231.81
2 820 287.46
2 826 275.0
2 827 90.93
2 828 229.26
2 829 67.9
2 832 171.94
2 835 176.03
2 836 59.41
2 840 101.24
2 843 209.01
2 845 278.06
2 852 242.54
2 855 151.08
2 860 98.33
2 861 168.0
2 862 278.04
2 863 249.13
2 865 138.81
2 869 260.42
2 873 2.0
2 874 284.2
2 878 276.8
2 889 258.28
2 892 187.04
2 893 258.7
2 897 96.38
2 900 164.92
2 905 78.1
2 909 290.8
2 910 246.45
2 911 249.24
2 913 131.55
2 925 166.01
2 929 76.16
2 930 197.29
2 931 287.99
2 943 224.18
2 951 251.02
2 961 298.44
2 963 265.04
2 967 73.5
2 973 210.21
2 975 207.85
2 981 295.92
2 985 163.64
2 987 174.41
2 993 183.79
2 1002 295.96
2 1010 230.71
2 1013 140.13
2 1021 271.33
2 1022 204.42
2 1025 209.99
2 1036 281.48
2 1037 113.6
2 1043 288.65
2 1044 118.0
2 1047 233.34
2 1050 164.14
2 1053 291.16
2 1057 114.07
2 1060 121.61
2 1064 263.23
2 1068 279.87
2 1071 257.15
2 1073 99.3
2 1075 292.9
2 1076 123.65
2 1078 243.39
2 1079 160.05
2 1083 273.08
2 1084 284.86
2 1094 288.92
2 1095 242.0
2 1099 224.62
2 1100 88.32
2 1101 107.02
2 1105 211.73
2 1106 93.3
2 1109 260.21
2 1112 183.1
2 1114 288.6
2 1117 173.79
2 1118 286.71
2 1120 186.87
2 1125 189.03
2 1128 212.49
2 1129 223.44
2 1130 101.0
2 1134 227.11
2 1149 170.07
2 1152 164.44
2 1153 196.82
2 1155 101.27
2 1160 160.51
2 1162 61.59
2 1164 105.8
2 1169 131.23
2 1184 294.33
2 1196 178.73
2 1198 265.73
2 1199 236.92
2 1204 55.9
2 1207 246.68
2 1209 100.12
2 1211 189.99
2 1220 153.17
2 1224 200.81
2 1227 158.8
2 1238 104.05
2 1240 114.83
2 1243 296.07
2 1244 270.22
2 1245 275.91
2 1251 153.42
2 1258 242.53
2 1260 218.77
2 1266 246.33
2 1269 269.18
2 1270 250.83
2 1272 111.13
2 1273 152.12
2 1277 133.12
2 1278 210.77
2 1282 255.52
2 1286 226.06
2 1288 182.08
2 1291 293.07
2 1294 205.35
2 1301 184.98
2 1306 289.89
2 1308 271.11
2 1309 267.85
2 1310 190.78
2 1315 277.19
2 1320 290.32
2 1328 195.85
2 1332 71.03
2 1333 132.2
2 1335 121.49
2 1339 296.39
2 1341 237.56
2 1342 252.52
2 1350 118.98
2 1353 197.06
2 1355 93.86
2 1356 258.24
2 1360 219.04
2 1367 132.91
2 1375 294.19
2 1376 273.0
2 1378 217.26
2 1382 222.7
2 1394 281.3
2 1395 239.38
2 1400 249.61
2 1401 164.91
2 1407 286.4
2 1412 261.22
2 1417 290.04
2 1421 109.81
2 1423 269.24
2 1425 136.96
2 1426 153.56
2 1442 101.02
2 1447 95.38
2 1449 49.34
2 1455 294.01
2 1456 274.77
2 1458 203.92
2 1461 266.59
2 1462 201.22
2 1465 75.43
2 1469 43.14
2 1472 192.78
2 1478 149.6
2 1480 299.92
2 1489 104.1
2 1494 112.68
2 1497 299.82
2 1498 196.89
2 1499 172.66
3 9 250.35
3 12 261.56
3 25 184.23
3 30 146.12
3 35 257.07
3 37 190.6
3 38 69.07
3 40 239.64
3 41 209.75
3 42 184.81
3 45 263.78
3 46 275.18
3 47 23.19
3 58 191.37
3 64 167.29
3 67 8.94
3 70 75.06
3 78 129.87
3 80 207.97
3 84 221.82
3 86 216.4
3 89 234.26
3 98 261.29
3 112 243.53
3 124 203.49
3 127 208.9
3 128 168.86
3 129 266.05
3 131 206.66
3 135 68.95
3 136 249.04
3 137 245.58
3 141 76.24
3 146 48.04
3 150 207.15
3 153 146.86
3 156 257.95
3 160 198.67
3 161 293.33
3 167 295.06
3 177 22.2
3 181 178.22
3 184 268.07
3 192 289.93
3 194 224.96
3 206 194.59
3 209 263.45
3 211 45.31
3 213 132.83
3 217 218.0
3 224 243.33
3 227 247.01
3 228 163.11
3 230 253.55
3 232 175.97
3 233 97.0
3 234 205.53
3 239 259.02
3 241 199.42
3 243 84.17
3 244 163.11
3 247 92.07
3 248 110.94
3 256 91.24
3 257 289.75
3 263 147.87
3 264 188.72
3 265 147.26
3 267 35.06
3 274 212.29
3 277 138.4
3 281 68.45
3 285 278.43
3 290 55.36
3 292 213.3
3 296 259.39
3 298 237.06
3 299 206.23
3 300 200.0
3 301 179.63
3 302 294.55
3 306 218.22
3 308 280.59
3 313 162.86
3 316 261.73
3 318 84.12
3 319 115.8
3 320 258.04
3 321 140.25
3 322 226.0
3 323 253.16
3 325 247.51
3 326 275.52
3 331 238.73
3 333 100.96
3 334 229.3
3 337 233.62
3 338 280.86
3 345 276.02
3 356 225.8
3 357 250.32
3 361 285.63
3 363 168.07
3 364 159.1
3 365 258.85
3 366 104.56
3 368 298.68
3 370 149.68
3 373 148.05
3 375 248.7
3 376 210.04
3 391 212.61
3 393 290.32
3 395 194.79
3 396 251.44
3 397 288.47
3 398 228.47
3 399 136.24
3 403 113.36
3 408 217.31
3 412 298.61
3 418 254.02
3 421 196.7
3 427 207.7
3 430 133.93
3 434 218.08
3 436 116.25
3 448 97.41
3 453 253.21
3 458 209.61
3 462 166.69
3 464 229.18
3 465 136.62
3 466 127.14
3 467 281.74
3 470 101.07
3 471 181.52
3 472 269.08
3 480 280.49
3 482 264.32
3 484 124.2
3 489 198.6
3 494 254.61
3 495 268.12
3 498 142.89
3 502 222.83
3 506 270.3
3 507 90.35
3 510 263.47
3 514 208.54
3 517 205.01
3 522 238.83
3 523 274.8
3 526 222.44
3 539 189.31
3 540 92.7
3 543 170.47
3 546 187.04
3 550 164.2
3 552 184.84
3 555 269.65
3 564 265.17
3 570 231.6
3 571 211.61
3 578 51.2
3 580 127.06
3 583 189.74
3 589 215.82
3 590 227.71
3 597 298.46
3 603 105.04
3 604 224.4
3 611 275.41
3 612 252.66
3 613 241.28
3 614 189.5
3 616 191.77
3 622 293.44
3 625 281.89
3 630 120.5
3 631 137.44
3 632 291.25
3 634 297.02
3 636 131.47
3 642 113.85
3 644 242.85
3 648 243.05
3 649 217.19
3 657 268.2
3 659 243.4
3 660 56.22
3 663 290.88
3 665 277.24
3 670 172.8
3 675 120.0
3 676 180.01
3 683 279.76
3 692 211.74
3 697 176.24
3 699 288.53
3 702 224.27
3 703 278.0
3 709 256.78
3 716 234.91
3 719 158.91
3 720 243.67
3 723 256.18
3 725 166.87
3 738 227.11
3 744 266.66
3 747 129.77
3 754 285.41
3 759 269.98
3 763 263.49
3 764 169.57
3 769 276.56
3 770 221.29
3 772 176.23
3 774 251.32
3 782 278.89
3 785 138.68
3 795 76.16
3 796 216.82
3 801 103.17
3 816 116.52
3 818 138.8
3 820 281.6
3 826 134.38
3 829 211.12
3 832 192.0
3 835 281.19
3 840 161.53
3 842 292.51
3 847 193.23
3 850 248.46
3 852 272.21
3 855 148.12
3 862 34.67
3 865 260.49
3 868 272.68
3 872 200.36
3 873 245.37
3 875 100.5
3 876 87.24
3 881 234.16
3 885 182.24
3 889 230.83
3 891 240.07
3 892 93.09
3 897 158.69
3 905 199.6
3 910 253.48
3 911 37.54
3 915 67.08
3 918 222.0
3 922 229.26
3 929 235.26
3 930 202.09
3 935 211.53
3 940 291.82
3 941 262.67
3 949 257.71
3 950 256.52
3 953 289.83
3 959 286.57
3 963 161.98
3 966 298.22
3 971 161.2
3 975 292.04
3 981 268.8
3 984 122.41
3 1006 258.05
3 1007 258.12
3 1011 275.54
3 1020 152.5
3 1021 268.48
3 1025 110.11
3 1027 298.72
3 1032 207.86
3 1036 163.13
3 1037 153.45
3 1039 193.19
3 1042 198.7
3 1050 228.56
3 1051 274.77
3 1053 228.62
3 1056 242.84
3 1058 153.57
3 1060 124.81
3 1063 140.94
3 1069 157.38
3 1072 250.02
3 1073 147.27
3 1078 226.53
3 1081 284.19
3 1084 292.21
3 1087 170.48
3 1094 171.59
3 1095 91.27
3 1098 241.57
3 1101 183.52
3 1102 125.51
3 1104 210.85
3 1105 201.25
3 1106 295.85
3 1110 161.72
3 1121 122.97
3 1125 265.19
3 1129 168.24
3 1130 206.93
3 1136 199.45
3 1140 216.4
3 1142 231.7
3 1145 205.92
3 1152 162.15
3 1153 263.0
3 1155 201.11
3 1160 291.45
3 1162 184.2
3 1164 279.03
3 1172 186.55
3 1176 247.12
3 1178 262.72
3 1184 102.42
3 1187 139.17
3 1192 156.97
3 1196 260.69
3 1197 213.55
3 1198 107.48
3 1201 164.22
3 1202 214.11
3 1204 216.61
3 1217 174.77
3 1219 273.91
3 1222 280.46
3 1224 194.18
3 1229 289.82
3 1239 249.06
3 1243 280.08
3 1244 190.71
3 1250 244.86
3 1251 106.98
3 1254 288.88
3 1255 105.0
