1000 105468
0 4 81.02
0 7 196.37
0 9 203.3
0 16 18.79
0 18 81.25
0 22 239.7
0 23 250.98
0 25 162.82
0 26 151.72
0 43 67.23
0 47 122.29
0 48 227.75
0 53 167.61
0 56 204.02
0 57 144.01
0 65 127.02
0 68 298.28
0 72 100.45
0 75 232.23
0 76 169.05
0 77 208.49
0 79 145.04
0 81 298.56
0 83 191.44
0 85 136.7
0 88 74.03
0 105 104.81
0 106 294.28
0 120 213.46
0 122 285.87
0 125 153.67
0 130 158.47
0 139 232.69
0 142 112.64
0 145 119.4
0 148 121.33
0 149 168.62
0 169 143.01
0 170 229.16
0 182 228.27
0 183 274.64
0 193 262.5
0 198 152.12
0 199 256.42
0 204 98.31
0 205 284.85
0 208 138.62
0 214 226.0
0 215 113.95
0 226 201.4
0 237 87.1
0 251 252.87
0 253 166.9
0 254 229.22
0 258 248.36
0 260 49.16
0 261 26.08
0 262 215.23
0 263 226.88
0 265 289.91
0 268 75.43
0 269 119.37
0 271 90.09
0 274 248.36
0 276 299.04
0 278 243.05
0 281 258.17
0 282 120.67
0 289 207.64
0 295 171.77
0 302 294.27
0 303 207.91
0 311 274.69
0 313 233.42
0 314 131.85
0 333 132.0
0 341 55.54
0 346 248.73
0 347 227.3
0 350 39.36
0 351 237.9
0 355 186.6
0 357 113.23
0 367 275.43
0 369 114.59
0 372 245.0
0 375 252.11
0 376 256.81
0 377 44.38
0 382 293.02
0 389 171.55
0 394 33.11
0 396 254.65
0 397 263.0
0 399 103.24
0 401 292.74
0 406 113.21
0 412 252.96
0 414 274.61
0 415 75.74
0 419 55.95
0 421 291.5
0 422 137.31
0 424 165.64
0 425 189.53
0 439 260.13
0 442 8.6
0 449 156.98
0 451 244.76
0 456 279.46
0 458 288.11
0 459 168.86
0 476 240.83
0 478 215.2
0 479 172.59
0 483 184.23
0 489 270.77
0 495 63.66
0 498 284.69
0 505 156.39
0 507 81.25
0 509 209.8
0 511 122.92
0 521 225.08
0 525 94.53
0 526 258.31
0 535 93.49
0 536 215.11
0 538 127.8
0 539 265.35
0 542 158.4
0 547 124.26
0 549 233.08
0 550 221.58
0 558 87.92
0 562 92.78
0 563 52.84
0 564 124.2
0 570 85.0
0 573 74.06
0 576 280.22
0 577 201.7
0 587 285.56
0 591 246.4
