3000 129866
0 9 98.41
0 24 86.41
0 36 94.02
0 41 62.2
0 59 74.67
0 68 66.89
0 74 66.6
0 76 98.9
0 86 30.07
0 89 46.1
0 127 78.45
0 142 87.66
0 153 4.47
0 193 23.02
0 205 91.22
0 248 83.49
0 256 94.34
0 266 82.49
0 268 50.64
0 301 88.14
0 400 68.07
0 421 42.54
0 496 29.21
0 504 59.01
0 571 69.01
0 629 92.2
0 651 55.46
0 661 66.48
0 666 84.1
0 673 92.07
0 693 93.74
0 695 77.62
0 720 97.02
0 722 74.52
0 748 95.34
0 788 53.14
0 886 77.16
0 895 78.11
0 1041 97.65
0 1060 95.0
0 1079 35.51
0 1091 80.96
0 1108 60.01
0 1123 58.42
0 1139 72.2
0 1165 93.94
0 1166 98.48
0 1202 70.83
0 1203 81.54
0 1226 89.55
0 1252 82.08
0 1268 85.48
0 1462 70.04
0 1464 90.01
0 1502 95.13
0 1503 48.92
0 1555 69.35
0 1569 25.96
0 1635 13.42
0 1665 60.21
0 1673 25.55
0 1678 79.85
0 1695 79.56
0 1719 84.96
0 1732 20.0
0 1804 44.92
0 1832 63.7
0 1853 82.62
0 1866 51.89
0 1868 94.64
0 1871 50.16
0 1889 97.08
0 1906 75.8
0 1930 42.38
0 2022 83.67
0 2033 55.95
0 2043 70.86
0 2072 65.74
0 2113 63.51
0 2133 68.82
0 2141 22.85
0 2167 72.99
0 2219 97.41
0 2246 91.68
0 2269 85.0
0 2293 79.85
0 2301 58.31
0 2307 75.27
0 2397 83.65
0 2423 97.31
0 2430 97.59
0 2470 63.95
0 2551 53.15
0 2552 24.08
0 2571 62.97
0 2644 43.97
0 2697 62.94
0 2714 61.61
0 2729 56.82
0 2759 66.07
0 2791 81.32
0 2832 96.75
0 2847 76.58
0 2852 84.02
0 2854 99.64
0 2956 68.48
0 2963 21.19
0 2965 84.72
0 2997 86.09
1 11 15.81
1 41 74.03
1 48 61.03
1 55 53.04
1 74 58.69
1 76 95.71
1 89 74.24
1 127 44.6
1 142 82.28
1 172 59.41
1 205 75.43
1 211 87.62
1 226 52.8
1 251 68.0
1 345 91.79
1 347 91.02
1 421 88.46
1 465 66.22
1 466 11.4
1 477 34.06
1 503 45.22
1 579 69.58
1 582 71.59
1 595 52.84
1 603 78.1
1 610 49.09
1 625 87.97
1 641 40.01
1 651 96.4
1 707 59.77
1 720 52.17
1 722 51.24
1 740 17.09
1 748 91.71
1 827 22.14
1 875 23.54
1 877 98.23
1 1039 75.43
1 1067 90.55
1 1079 93.86
1 1098 18.44
1 1108 60.42
1 1123 67.94
1 1166 37.64
1 1190 98.72
1 1197 24.7
1 1252 38.83
1 1259 62.1
1 1267 45.28
1 1287 48.84
1 1289 94.37
1 1307 37.22
1 1319 76.38
1 1335 27.29
1 1386 48.7
1 1484 18.03
1 1502 74.53
1 1503 77.67
1 1508 58.08
1 1520 33.6
1 1581 52.33
1 1593 95.44
1 1643 73.33
1 1665 81.4
1 1678 41.05
1 1716 40.45
1 1742 68.01
1 1750 75.64
1 1826 20.52
1 1832 65.28
1 1853 43.05
1 1889 85.51
1 1924 32.65
1 1994 41.88
1 2048 73.59
1 2072 79.23
1 2088 95.71
1 2091 99.62
1 2096 79.4
1 2113 95.72
1 2125 63.01
1 2167 54.56
1 2188 27.02
1 2219 26.4
1 2246 93.23
1 2344 80.28
1 2357 82.04
1 2417 21.84
1 2451 34.18
1 2470 56.36
1 2485 82.49
1 2571 62.29
1 2697 64.5
1 2706 53.24
1 2725 51.2
1 2726 34.37
1 2728 89.36
1 2755 76.06
1 2791 51.24
1 2812 51.31
1 2839 87.86
1 2891 93.61
1 2936 60.44
1 2965 68.35
1 2968 93.74
1 2986 32.65
1 2997 35.17
2 57 92.62
2 58 40.36
2 65 71.31
2 257 38.33
2 313 68.8
2 330 99.49
2 352 19.31
2 372 64.62
2 422 50.16
2 423 90.91
2 459 94.25
2 472 51.86
2 494 60.46
2 519 57.78
2 521 97.67
2 523 91.84
2 615 83.93
2 616 96.57
2 634 61.52
2 637 29.0
2 650 42.8
2 682 71.85
2 689 68.1
2 696 43.14
2 698 71.11
2 718 73.11
2 763 84.5
2 764 35.0
2 777 78.64
2 807 36.89
2 818 88.1
2 839 18.6
2 868 91.66
2 888 71.69
2 922 97.02
2 967 48.27
2 988 96.43
2 998 37.48
2 1017 97.13
2 1033 65.28
2 1072 48.27
2 1184 75.66
2 1223 29.43
2 1236 45.1
2 1294 78.59
2 1316 66.84
2 1390 95.78
2 1394 46.1
2 1403 95.75
2 1416 69.64
2 1422 91.35
2 1455 31.95
2 1459 54.08
2 1592 99.82
2 1615 5.66
2 1656 72.72
2 1686 80.16
2 1687 75.07
2 1778 22.47
2 1898 88.96
2 1942 36.5
2 1966 80.99
2 1967 73.76
