1500 238947
0 3 157.43
0 5 241.68
0 6 40.61
0 10 255.7
0 16 154.08
0 17 262.67
0 18 286.1
0 21 210.42
0 28 158.34
0 32 247.39
0 34 246.81
0 39 294.72
0 42 239.61
0 44 258.61
0 45 115.11
0 47 243.39
0 53 135.07
0 54 229.47
0 57 204.3
0 58 121.26
0 62 192.26
0 72 251.45
0 74 96.33
0 75 289.84
0 76 219.59
0 78 253.62
0 81 189.43
0 85 129.0
0 87 177.28
0 90 282.84
0 96 262.8
0 98 241.24
0 108 243.06
0 111 263.69
0 112 125.3
0 123 246.08
0 124 239.35
0 126 200.96
0 130 135.77
0 132 169.1
0 134 280.86
0 138 251.25
0 146 58.25
0 148 134.45
0 149 135.43
0 151 246.14
0 152 211.98
0 153 231.31
0 155 198.76
0 159 177.07
0 161 271.27
0 163 292.03
0 167 116.39
0 169 220.91
0 170 146.03
0 177 293.17
0 181 292.98
0 183 159.01
0 194 225.56
0 197 181.28
0 199 221.05
0 204 194.03
0 218 294.61
0 221 293.68
0 223 272.08
0 232 170.58
0 233 101.36
0 243 297.7
0 244 35.23
0 246 205.29
0 253 93.3
0 265 119.85
0 267 279.46
0 269 169.78
0 270 119.1
0 272 245.69
0 273 186.82
0 279 42.19
0 281 272.68
0 287 282.93
0 289 74.46
0 292 185.46
0 296 289.02
0 298 239.29
0 302 125.42
0 307 229.82
0 309 109.77
0 310 267.27
0 311 247.81
0 318 245.75
0 321 299.71
0 325 94.01
0 327 236.62
0 330 75.24
0 335 190.07
0 336 111.8
0 337 289.66
0 339 234.27
0 341 160.0
0 345 241.0
0 346 139.36
0 354 286.69
0 355 271.98
0 356 109.48
0 357 244.27
0 358 284.02
0 361 248.39
0 363 168.59
0 364 206.53
0 370 239.01
0 377 224.59
0 378 192.3
0 383 130.0
0 386 87.85
0 387 244.56
0 390 255.01
0 392 67.23
0 394 32.31
0 398 284.69
0 405 231.22
0 419 32.39
0 432 252.72
0 445 212.85
0 451 276.28
0 452 287.37
0 459 98.49
0 461 285.33
0 463 53.6
0 472 254.56
0 476 294.61
0 478 231.15
0 487 156.2
0 494 176.91
0 501 189.59
0 502 111.66
0 504 242.99
0 508 47.43
0 517 53.6
0 519 232.56
0 520 215.96
0 523 146.54
0 524 199.92
0 525 290.15
0 528 245.6
0 529 154.74
0 530 281.01
0 533 171.98
0 535 297.93
0 538 197.04
