200 600
3 9 4.946564
177 193 2.193253
118 124 9.636627
95 107 6.442078
18 67 2.334152
145 190 4.641006
46 196 1.035431
131 160 7.572296
30 197 6.072937
37 126 4.439957
34 79 3.966721
80 82 5.065216
170 179 5.148300
187 195 4.955765
119 182 2.086548
70 76 8.758957
60 130 3.086990
68 155 9.529373
69 127 8.888870
10 189 2.790497
36 154 7.172119
43 122 4.540756
53 116 8.195496
56 110 1.150101
102 115 4.019043
85 93 2.518448
104 140 8.129166
42 77 6.909134
36 147 4.759659
134 180 3.547729
56 82 3.822113
42 70 3.369751
74 78 9.085938
59 139 3.224182
25 143 4.108170
18 170 6.386322
48 192 7.404205
87 183 4.405075
4 72 7.449387
43 172 9.107910
2 77 5.346878
57 58 8.006393
97 179 1.347168
18 142 9.895355
159 185 3.098526
106 130 5.488327
139 162 3.150848
79 117 6.360504
103 145 3.547455
30 85 7.874146
78 129 5.840851
71 188 9.474716
125 141 7.453094
97 124 3.185181
3 123 4.412903
51 180 1.840729
1 188 7.634644
135 145 9.629898
40 197 4.904678
78 100 4.992294
100 133 1.413361
28 31 3.527542
54 193 9.967590
150 193 6.312576
61 96 1.940842
65 192 7.875107
16 184 2.562668
72 173 5.062607
93 195 8.325546
44 62 4.150192
6 39 2.078857
119 152 8.769257
61 118 8.805786
43 102 2.595764
60 129 6.123199
49 181 9.221481
66 138 1.218765
8 173 3.241760
68 165 9.232468
103 116 3.327866
54 69 6.017731
14 94 2.909561
66 143 1.757095
52 109 7.081482
38 99 2.085449
119 163 5.450974
35 110 5.166840
20 124 1.885773
83 128 3.594147
109 193 1.472549
12 17 2.028320
168 177 4.488571
74 184 1.163422
38 126 9.792633
28 173 5.904709
9 31 1.776871
8 101 3.563660
92 103 2.884705
10 181 3.426193
104 156 4.678772
91 105 2.217148
38 178 6.553864
96 155 4.784241
186 190 7.427689
47 63 4.746338
74 133 7.097275
93 125 6.895676
23 86 7.433594
86 108 4.818161
47 105 1.200638
24 86 6.490280
96 133 7.014191
50 111 7.535767
139 180 1.817657
67 72 2.369171
102 195 8.236694
83 158 4.627274
97 193 2.284027
23 190 7.085739
183 195 3.117203
2 113 9.680298
40 142 8.916611
33 85 7.297775
17 57 6.430405
93 176 2.675140
33 160 9.346039
63 189 1.042297
55 140 7.379074
51 101 2.063477
106 134 4.834229
145 150 6.181976
34 163 4.371704
60 173 5.644058
113 151 9.826416
116 161 6.272614
61 79 8.160339
2 24 9.486252
1 112 2.986465
52 85 7.103867
13 18 6.588058
13 173 8.148804
97 165 2.968338
143 184 8.160614
96 129 1.195007
53 187 5.447540
34 90 1.170425
15 170 8.257431
17 18 9.934494
133 199 2.018021
14 70 5.725082
96 132 2.593430
69 193 2.247910
101 103 6.926025
67 85 9.971985
50 65 9.480347
11 177 2.749298
21 164 3.575333
17 86 4.666275
75 173 2.991959
23 40 5.769852
24 187 7.160995
27 59 9.171082
45 156 5.785095
85 116 9.010544
23 122 8.921005
16 188 6.883865
65 191 2.343079
87 186 6.554962
57 96 7.433594
38 110 3.147964
110 156 7.890350
158 181 6.491791
93 119 3.212646
100 153 9.898239
47 74 7.229797
7 112 3.395844
127 146 3.848618
157 175 4.290405
41 47 8.751678
62 176 6.919159
34 38 5.947144
17 118 7.565430
5 95 8.863602
94 134 2.740784
17 63 1.114807
154 194 7.398438
73 111 4.093750
33 184 1.126892
73 144 8.240952
87 136 4.981857
156 179 8.114883
60 138 4.349457
17 168 8.326920
55 144 9.092255
14 160 3.940628
29 32 3.214294
136 170 9.112167
25 135 6.392090
174 192 4.544189
87 169 4.949310
170 175 7.746841
15 82 9.216812
51 178 8.147568
32 40 4.701157
20 52 6.761780
0 110 3.094131
39 46 3.434296
0 38 1.891815
24 117 4.584564
131 186 3.249588
19 71 8.932266
98 178 9.684555
87 135 7.854095
156 193 6.345810
114 150 4.820358
155 186 5.808716
66 188 4.779572
150 188 1.705872
20 44 2.405563
33 78 6.994827
42 47 9.798813
146 175 8.271301
30 138 1.522263
99 148 8.268280
77 133 1.781952
123 142 4.545151
37 199 9.103653
23 165 5.352371
32 157 1.032272
101 185 5.767380
78 136 4.175049
99 167 3.431549
95 190 8.334061
66 109 2.577637
31 171 4.518372
114 126 5.523071
84 178 6.297882
147 166 6.409393
11 40 3.260162
37 124 9.708588
106 184 7.251358
14 147 5.870514
36 162 2.628998
102 175 8.474960
116 187 5.928329
31 102 7.357376
3 33 3.137390
61 90 1.414597
149 176 1.203659
192 193 9.153778
2 161 9.167648
21 125 7.703995
68 91 8.233948
117 185 8.455872
33 64 2.732132
93 189 9.892883
16 190 2.037796
120 135 6.087357
