200 400
22 180 4.353851
11 144 5.109573
35 161 3.918106
84 177 3.135880
108 194 3.578354
151 186 5.482285
42 124 1.839630
22 145 6.624313
52 162 3.741089
37 77 8.696060
60 173 2.970535
66 103 2.993057
75 171 7.097137
90 116 3.591537
25 185 1.181686
58 125 9.018234
34 158 2.387299
35 178 6.374512
24 55 1.149277
4 66 3.886658
32 33 6.933304
77 175 5.414719
104 147 4.903717
80 135 3.828842
86 157 8.935425
53 102 8.810593
13 62 2.720459
43 157 9.181931
57 70 2.706726
106 153 2.038483
167 190 1.714523
75 113 8.757446
32 166 5.309937
17 112 7.376465
7 71 8.376083
159 198 4.882294
23 27 7.804657
93 193 7.624069
166 182 9.841660
31 135 7.359848
140 153 7.354355
77 116 6.368332
76 160 1.148178
22 48 7.604019
51 157 5.441360
82 191 2.047409
18 178 6.722778
135 191 7.195053
36 184 1.442886
155 188 4.061340
96 169 8.356583
58 135 4.106522
12 80 1.814636
84 198 3.178864
85 108 6.911880
9 19 1.855835
78 194 2.135712
48 64 6.491791
163 182 4.015610
17 186 7.824295
71 187 7.261520
151 163 4.165573
22 81 4.985153
16 151 5.000946
116 120 1.836197
75 148 5.237701
0 1 9.240295
37 73 7.397476
23 199 8.415359
123 189 9.712158
34 73 8.447769
75 150 3.385269
143 148 1.446594
82 152 9.200607
3 121 3.652237
157 184 5.204056
38 102 3.361511
149 153 9.361969
18 149 7.639725
76 154 8.892166
58 161 5.024567
99 192 4.386398
2 187 7.786392
34 110 1.890167
74 95 9.793732
19 21 4.778748
65 184 8.641953
70 133 2.563904
162 189 5.438889
57 181 3.686707
171 191 3.496780
16 39 7.901886
76 139 1.170288
164 167 1.027466
54 142 3.183395
11 162 4.632904
16 194 6.026520
153 191 6.660019
54 96 7.363281
82 158 1.016342
87 141 4.870758
12 168 6.855576
133 167 1.546432
111 150 9.553818
15 92 6.248306
142 159 4.313339
1 68 9.097336
115 180 9.872971
38 172 2.351456
154 155 7.974670
145 156 2.473267
109 148 2.033676
122 193 5.345367
95 193 1.883026
26 193 8.948608
76 179 8.504898
81 102 9.302231
4 173 3.341324
187 193 8.072449
81 172 9.064240
162 181 5.995346
29 178 5.616043
6 134 1.111237
40 77 8.869781
103 111 2.802444
30 81 5.438339
12 111 2.725128
40 180 7.952423
108 128 8.968521
41 65 9.551620
69 143 2.129669
51 90 9.381470
17 187 1.477768
0 194 4.556412
8 191 3.991028
119 180 5.351547
13 32 7.784607
