100 150
47 75 2.511307
7 60 2.285126
30 68 7.956543
27 40 5.725494
0 73 7.232956
9 91 6.653839
7 10 8.453674
45 97 3.111710
17 91 3.474396
30 94 2.997040
30 34 5.773285
10 28 9.693344
15 24 9.728500
67 85 2.846527
11 58 9.614517
6 84 2.617462
11 38 1.062897
43 69 4.101028
2 6 1.777008
26 98 6.083099
42 87 4.964828
32 88 4.922806
49 63 3.248352
22 37 3.072433
56 67 9.616989
21 88 4.462616
4 99 2.191330
1 96 2.665115
6 29 1.746246
2 96 3.980591
71 97 9.870087
57 80 5.294830
22 28 3.728592
42 82 4.843292
49 55 9.172455
14 46 8.922516
25 36 9.171356
24 97 6.845551
15 86 1.465271
12 86 1.695160
16 88 6.188019
34 46 5.982437
73 79 5.196091
66 74 8.481964
5 76 3.950241
2 72 3.318115
55 95 5.031021
58 96 1.797195
55 98 1.723724
65 90 7.524506
51 78 6.602203
39 66 1.020325
29 96 1.638992
2 38 6.344849
4 7 1.113846
5 70 2.162354
17 80 4.445724
43 80 8.225983
17 20 4.058319
8 50 1.429153
19 53 8.502975
46 71 3.375244
82 83 8.291077
9 47 6.831955
16 36 5.251984
61 78 8.487045
25 62 6.715225
46 51 4.094437
45 66 5.972137
12 34 9.588699
28 42 6.464600
9 31 4.831207
53 65 9.288361
29 92 1.050125
34 73 5.532272
3 92 6.136795
36 95 4.408783
25 96 7.979614
22 51 7.587952
76 87 5.463882
39 47 8.290390
37 81 4.663116
79 80 1.581726
23 29 2.180618
67 80 1.742126
2 18 8.952728
51 75 5.623322
47 97 2.312592
42 70 5.582809
70 90 6.725800
32 67 1.880966
36 64 7.336090
29 79 5.344543
35 42 3.326904
59 97 4.653366
1 58 5.082108
19 34 5.773834
8 80 6.244324
55 67 2.861908
23 78 9.998489
63 86 1.379852
51 86 4.271729
40 55 4.216934
16 87 2.022552
8 67 9.278748
5 79 8.403275
54 95 3.303284
20 74 9.312256
0 8 5.059311
53 61 1.166718
18 75 4.606674
56 77 1.826172
48 91 1.414597
4 43 6.506073
13 82 1.065643
16 77 9.077423
42 45 2.897339
35 60 3.919067
15 80 3.629578
93 94 1.048340
19 75 9.656128
20 62 9.650223
70 93 2.190506
13 34 4.301392
60 79 2.937439
49 84 7.847641
46 73 7.575729
12 93 1.196243
60 62 3.068314
15 38 5.205566
29 76 5.677429
12 88 6.398407
33 36 3.546219
41 42 8.401901
24 31 4.816788
13 46 8.809494
5 36 8.489929
45 89 7.584381
27 44 7.592621
38 71 6.170853
34 67 4.698685
13 16 4.151840
51 90 8.464798
20 80 8.586609
46 52 5.571274
14 84 4.084412
58 65 1.321350
46 59 4.221054
38 74 7.134491
1 15 6.068680
