100 200
22 74 3.661301
27 61 3.765396
47 57 9.302917
37 85 1.121674
72 82 1.503311
40 95 8.418243
20 92 4.411804
26 37 9.094040
66 77 9.778900
39 90 9.134003
30 54 2.779785
23 64 7.241058
40 73 1.186630
27 39 7.317139
10 73 5.601624
78 87 9.285751
42 59 9.761597
71 81 3.022858
66 97 8.844376
52 97 8.024384
48 74 8.258255
65 81 4.421692
17 99 6.560455
28 69 8.064346
67 80 1.957047
16 42 5.626205
58 98 9.248672
15 66 1.049438
52 77 8.141525
32 68 7.124741
67 85 7.510498
30 78 2.616501
41 48 4.497635
72 76 9.075089
7 21 9.255264
4 19 3.239838
47 89 5.636780
6 70 5.732773
53 72 1.342361
5 26 9.979538
0 81 3.356430
49 64 9.774094
12 60 8.115158
32 64 1.719604
2 40 5.084167
5 97 4.453278
71 95 1.373123
31 60 4.506699
8 61 8.624512
13 85 6.218781
24 94 1.476807
2 49 5.787018
11 18 7.509949
63 88 1.315582
24 66 2.861633
56 78 4.193314
3 91 7.246277
26 36 8.961517
75 86 1.135956
16 74 8.474686
11 16 3.734360
52 60 4.682068
63 93 5.412247
36 94 1.919006
1 95 3.561874
2 39 7.517914
24 51 2.967926
73 78 5.552460
0 46 9.984344
40 88 5.377914
16 85 8.637283
8 57 6.536285
41 91 1.222610
71 82 7.023117
24 46 9.313904
84 90 3.352859
60 80 5.389313
36 79 7.540436
39 93 1.637756
3 57 4.166534
45 57 5.996857
22 84 7.362183
43 67 3.078339
18 96 7.849701
58 64 8.375397
15 57 1.095306
45 74 1.002060
25 93 5.337952
11 28 7.893234
57 83 5.238388
22 59 3.032059
40 47 1.787445
2 88 7.540298
12 37 8.347519
14 78 6.525711
8 16 1.504684
5 66 4.854828
48 98 4.520844
59 61 1.745148
66 84 1.999619
33 67 3.685196
37 39 5.660400
13 53 3.180374
6 89 2.856277
25 51 3.218277
44 67 1.389740
31 70 5.202820
0 18 7.733795
9 78 8.616684
38 83 6.235260
9 92 7.557877
7 38 6.020889
50 60 7.695618
31 50 3.447067
2 11 6.178406
77 80 4.144562
29 70 2.952820
64 94 9.401108
46 68 3.483185
27 72 4.288208
40 43 5.896057
68 92 8.708420
20 88 2.659622
55 80 7.509262
23 30 2.017059
77 98 2.615402
36 67 5.633484
32 63 7.545380
51 91 9.264877
0 10 8.730530
69 72 8.753601
6 32 1.722214
54 79 9.254028
42 90 2.674454
26 75 7.334991
50 69 3.406693
11 88 5.457016
33 91 1.900879
8 90 2.313416
34 90 4.258682
25 88 3.630676
67 78 5.940002
41 94 2.256699
83 89 5.528427
26 27 6.727859
21 61 2.313141
3 97 4.987900
23 44 3.651413
4 34 8.542526
4 24 4.370193
21 95 6.066208
38 47 4.389969
17 73 6.339767
77 87 6.298019
27 78 9.378036
14 30 4.771881
82 95 7.720200
48 52 1.551239
57 65 6.086807
15 96 8.075470
10 55 6.968323
8 80 3.954773
7 59 5.193207
95 97 2.111954
6 51 5.135666
22 82 1.728531
58 73 9.953171
32 53 2.054550
45 87 4.108170
8 98 8.682877
1 66 5.407440
22 35 7.064590
64 97 3.908081
14 43 4.267746
11 91 7.964233
63 87 5.479675
19 34 5.712585
62 92 6.973953
82 96 3.621063
10 27 1.624298
35 74 7.331558
7 25 9.541458
90 96 2.104263
4 5 8.118317
64 69 7.376465
40 74 7.131744
25 26 4.359619
51 64 5.458939
5 57 5.665756
0 3 8.361664
36 42 3.907669
63 96 2.524902
38 58 6.436584
60 75 9.793045
8 64 2.132553
5 15 6.450455
16 48 4.004211
18 54 2.263290
21 50 8.978821
50 74 5.572235
