200 600
110 161 6.868622
17 139 3.798904
27 160 9.529373
71 106 7.168411
87 109 9.219009
72 82 8.606659
114 198 4.970047
21 24 4.773254
2 177 1.191711
114 154 5.121658
101 131 1.568817
100 116 4.991196
106 173 8.459442
4 46 2.404053
23 58 6.295822
26 131 1.422287
78 139 7.471359
10 35 6.088593
48 175 7.312744
79 139 3.774597
10 40 3.965485
57 58 9.181107
24 151 9.382568
81 135 3.278564
27 114 1.090775
65 193 9.154327
19 39 5.016327
179 192 6.024048
9 169 3.389114
6 54 8.589081
33 105 9.602020
43 166 1.469528
19 49 4.885315
53 179 1.612488
140 179 9.769424
95 107 3.372498
44 166 8.537994
30 47 2.384003
139 193 7.238724
26 128 3.391724
4 52 7.298737
2 97 9.876678
24 192 7.403381
0 95 1.612213
37 145 1.031174
62 115 1.207367
74 151 8.897110
33 193 8.241089
16 30 6.539444
126 161 9.761871
86 197 5.396729
34 149 9.726028
45 69 8.955475
23 164 2.368073
177 188 1.906921
24 59 9.544754
34 121 9.736740
4 170 7.765518
93 94 2.781845
26 126 1.918045
31 123 2.521744
77 91 3.622711
105 187 9.729599
123 167 6.692291
123 159 5.096939
62 177 5.349213
49 115 5.051208
95 133 5.645844
4 198 5.721100
37 166 7.957642
64 146 3.364944
67 111 7.466553
65 157 6.060165
40 148 8.219528
67 159 3.063370
23 177 9.650772
40 103 9.981186
86 139 1.370102
141 151 1.756821
139 182 3.575195
154 180 5.455780
61 117 8.609406
13 117 5.949203
19 188 6.989746
11 168 4.822418
120 198 2.649185
12 136 1.199814
52 148 9.182343
131 159 1.659042
46 134 3.559265
54 120 2.018433
32 190 2.066360
84 183 8.514236
47 182 5.157227
0 63 3.745483
93 120 9.439011
58 191 6.747772
98 142 4.198532
39 85 9.665878
31 154 8.662277
80 125 8.731216
167 172 8.611053
121 153 9.608200
40 172 8.015045
110 160 9.657639
110 121 9.027023
154 165 2.277298
26 120 2.968063
118 196 2.209869
54 102 5.863098
77 123 9.571945
143 162 2.629684
40 150 2.339371
16 143 4.195374
73 74 4.136185
21 100 2.614716
131 187 7.404068
111 188 5.682922
30 142 4.396011
28 91 5.583771
24 163 5.914597
69 143 8.787247
49 154 6.329468
49 61 1.705460
85 107 5.141708
122 138 1.538605
126 175 6.221664
167 195 1.290039
51 152 6.831680
13 45 3.099899
1 36 8.654175
136 159 4.845627
11 70 5.281235
16 36 3.377167
7 29 3.978394
13 51 2.804916
78 147 1.022797
106 162 9.926117
13 56 7.523682
3 45 7.175278
128 151 5.367615
76 156 6.406784
75 171 9.789886
22 45 9.359634
136 169 2.059631
52 59 4.834503
39 54 1.873688
101 167 1.399902
