300 600
73 120 2.037933
85 137 6.496872
89 257 7.721710
47 66 4.334625
1 198 5.309113
104 152 6.225372
27 172 2.734329
239 242 4.984192
119 286 9.908264
216 245 8.744263
13 214 3.290649
128 180 3.701950
267 282 6.818909
96 207 9.585678
200 236 1.843750
51 60 3.566269
96 105 3.518478
78 212 4.567123
147 275 2.511307
7 160 2.285126
68 230 7.956543
227 240 5.725494
0 173 7.232956
209 291 6.653839
107 210 8.453674
45 197 3.111710
117 291 3.474396
30 94 2.997040
34 130 5.773285
210 228 9.693344
15 24 9.728500
67 285 2.846527
11 58 9.614517
184 206 2.617462
11 138 1.062897
69 243 4.101028
102 106 1.777008
26 98 6.083099
187 242 4.964828
88 232 4.922806
49 63 3.248352
122 237 3.072433
106 202 9.732895
156 267 9.616989
21 88 4.462616
199 204 2.191330
1 196 2.665115
29 206 1.746246
96 202 3.980591
97 171 9.870087
57 280 5.294830
22 128 3.728592
82 242 4.843292
55 249 9.172455
14 146 8.922516
25 136 9.171356
24 97 6.845551
215 286 1.465271
12 286 1.695160
16 288 6.188019
46 134 5.982437
73 279 5.196091
66 174 8.481964
105 276 3.950241
72 202 3.318115
55 195 5.031021
96 158 1.797195
98 155 1.723724
165 290 7.524506
251 278 6.602203
139 266 1.020325
96 229 1.638992
102 138 6.344849
4 7 1.113846
105 270 2.162354
117 180 4.445724
80 243 8.225983
17 120 4.058319
8 250 1.429153
19 253 8.502975
146 271 3.375244
82 183 8.291077
109 147 6.831955
16 236 5.251984
61 278 8.487045
25 262 6.715225
151 246 4.094437
66 266 9.424454
206 212 8.392975
141 228 5.826019
131 192 5.107376
53 298 9.234940
29 54 3.882813
34 65 5.363358
3 192 1.178940
195 205 9.807739
222 296 5.947281
124 151 9.325165
272 276 3.332809
47 105 1.087753
237 287 5.694046
179 274 7.589050
36 223 9.902908
180 197 5.486130
4 218 3.183807
10 275 2.394028
66 247 2.675003
142 258 9.510284
70 71 7.439362
167 294 9.930786
36 115 9.825317
229 238 6.627609
42 136 9.876266
59 144 3.292984
101 203 3.905609
25 219 9.615204
208 262 5.405518
88 255 6.035446
58 78 6.125534
125 186 7.641647
51 66 9.457550
40 124 5.594345
25 116 3.181747
208 246 5.335068
279 284 1.179214
209 254 3.814560
272 274 2.884155
200 228 2.084900
8 159 2.050980
14 261 8.838058
118 163 5.827942
16 277 3.827744
19 48 4.178207
4 194 6.600555
13 178 3.364258
18 77 6.568008
16 142 2.501694
60 256 4.188095
180 248 4.116409
52 294 7.882797
32 275 7.182556
62 289 3.303009
269 293 1.293060
40 113 3.661301
8 160 2.407486
63 284 5.088699
183 246 9.049133
93 229 8.328156
61 160 6.866013
24 38 3.564758
160 229 8.142761
10 88 1.801453
133 241 4.150467
42 199 5.920639
24 193 1.139114
167 246 3.435669
205 240 6.326859
145 246 9.918701
6 27 8.411789
153 238 5.197739
34 233 9.928177
151 216 3.657455
57 290 7.190796
44 220 9.328461
152 287 8.619568
14 260 7.943085
65 240 4.906464
55 259 1.738007
138 270 1.784836
9 201 1.521576
93 212 6.082138
137 140 7.385803
74 217 1.285919
30 133 1.418854
194 225 1.021835
158 179 4.894791
27 226 2.642731
151 170 3.641113
140 157 5.545868
35 59 8.650330
17 82 3.886246
107 163 2.484802
38 206 1.022934
256 261 5.632523
107 263 2.332916
5 283 9.705292
72 139 1.949905
193 252 1.234146
44 49 7.530823
236 264 3.794922
69 265 1.326569
92 216 5.312271
34 123 9.627426
16 47 9.621109
103 194 3.079437
14 198 5.724670
11 247 4.410568
62 293 4.673553
25 40 8.781479
132 195 3.599503
231 242 5.269562
172 266 5.169998
86 166 5.918167
59 211 4.591293
36 140 8.329254
29 208 1.272598
157 252 4.951096
24 135 4.369370
29 118 3.005829
145 217 4.663116
1 182 1.428741
123 233 6.591629
153 250 3.233932
98 295 3.727219
115 134 9.393280
106 234 3.613098
103 175 2.616501
14 74 8.598694
77 211 6.334961
10 174 3.177490
193 212 8.746185
26 281 8.312225
80 170 7.942673
120 282 4.344513
78 94 5.947830
76 225 4.317184
220 231 4.902344
20 200 5.901001
74 233 1.694061
26 189 5.598328
10 29 6.991394
50 156 4.506287
108 139 5.942337
93 139 5.658478
208 273 7.720062
40 158 2.821808
60 247 8.642914
129 172 6.608383
157 176 6.770294
75 252 2.875778
218 262 2.670609
74 182 2.617599
61 261 2.481094
30 114 4.911819
195 242 9.426376
32 54 5.973648
90 166 1.630615
266 290 4.971832
27 290 1.362411
157 238 1.001099
88 290 3.764984
6 142 2.463104
199 234 2.678024
154 170 8.090027
134 229 7.324829
163 232 1.960480
133 257 1.437943
109 123 8.083298
190 278 3.817581
61 152 2.492493
248 262 8.362488
60 233 8.274323
55 100 7.287888
220 251 3.561737
53 213 3.539215
16 183 9.262543
215 265 4.333389
148 259 3.149338
4 220 7.306839
130 265 9.920486
114 194 6.918884
61 111 7.955307
12 190 7.560898
274 294 7.717453
68 216 3.236267
100 126 4.120804
48 289 6.731293
32 104 5.655731
96 117 6.861893
176 194 7.687241
108 198 1.681976
83 117 1.063171
64 146 8.460678
81 190 8.038254
212 263 6.781418
14 25 3.497330
74 109 3.287216
74 108 4.576187
67 151 5.396866
77 256 3.007614
119 144 6.733353
7 128 3.883774
30 149 3.058426
81 87 8.007904
10 179 6.173050
85 209 6.619232
27 102 4.546661
29 281 2.007721
253 265 4.354126
40 103 4.396423
181 227 7.150970
47 228 1.452774
130 166 3.586319
136 267 6.898697
94 150 3.350525
29 129 9.925568
22 254 4.977188
140 233 2.478073
93 242 4.166260
40 269 5.955109
162 274 6.964066
66 273 7.487839
152 174 4.436386
75 208 2.685165
164 180 5.392746
80 227 8.600204
164 295 9.261444
168 260 1.653137
132 216 6.394562
23 115 7.357651
95 128 6.873154
47 65 4.927887
73 290 9.307861
13 231 7.209610
57 217 7.174454
14 296 6.855988
3 230 6.898972
13 18 8.282562
168 229 4.201004
81 189 3.669128
153 228 5.127701
39 69 3.135056
33 201 8.755661
46 99 5.199524
102 121 1.712051
53 108 2.747101
192 262 9.463181
87 104 5.954971
39 98 6.737335
110 238 4.993530
111 244 7.803421
111 270 8.563950
18 246 6.852142
169 218 8.237244
108 264 6.517471
32 158 8.596222
114 132 5.073181
54 189 7.426865
141 227 6.961044
79 218 3.220886
268 283 1.665909
165 289 9.431870
73 177 4.949310
69 86 7.354767
107 136 3.853149
128 197 4.624939
83 280 1.467331
188 274 9.905106
63 275 4.488571
24 215 4.772293
56 254 1.750092
122 162 2.687775
67 113 1.450714
170 271 6.904877
3 77 3.985535
193 260 5.291672
26 101 7.072968
41 220 8.268280
215 218 5.299637
23 33 5.427078
46 263 6.246796
87 280 9.882309
182 210 7.038773
3 238 6.008667
117 289 9.445740
130 216 1.960480
23 256 3.598953
146 292 1.223572
220 278 4.921707
183 221 5.437515
136 281 2.051392
183 195 9.831909
155 221 1.323685
148 253 9.857727
122 193 2.815903
151 166 5.953873
5 196 9.986954
131 195 7.871674
109 262 6.630219
38 189 1.590240
249 298 5.145828
53 146 2.592743
155 239 5.066864
159 286 4.126572
93 297 8.316483
124 264 8.062973
163 226 1.846222
235 240 4.073151
17 268 2.103577
37 160 9.078522
11 118 4.288208
200 288 8.677383
45 161 8.623413
120 269 4.515350
117 118 2.936066
96 135 2.173065
84 179 3.164581
84 283 8.564362
63 186 4.429520
147 221 8.262100
186 241 5.054230
148 156 4.479782
61 107 6.606735
111 253 6.145447
89 177 6.293076
131 151 9.815842
190 261 2.391968
128 150 4.218719
253 297 2.902557
176 185 9.889587
100 115 7.191757
45 216 3.658829
220 225 1.155594
208 227 5.673584
112 189 6.273987
33 244 5.182770
71 185 7.918091
11 71 2.483566
102 176 4.382828
88 162 7.228836
4 219 7.348587
232 294 4.714066
17 52 8.836823
54 192 6.808472
154 273 7.208374
10 78 9.870636
62 113 2.362579
26 52 5.280823
189 221 4.030029
154 195 4.148956
68 209 6.911331
57 271 3.299438
49 203 4.396011
107 264 6.810944
131 158 6.711243
48 50 5.180161
191 266 5.576080
32 266 3.607330
32 76 2.803680
2 15 7.940887
157 214 9.774506
28 70 5.497528
185 215 3.313034
29 209 4.264038
9 76 2.236511
90 296 9.916229
7 191 5.702011
190 257 1.629929
120 293 3.464096
99 182 1.837021
265 295 9.261444
114 166 5.872574
107 169 8.791367
47 217 5.882462
55 288 6.082687
152 166 7.407364
119 198 6.568832
35 274 2.731445
27 30 6.766861
30 65 8.380203
9 262 5.207489
0 10 9.073441
18 138 4.116272
168 263 2.988800
251 289 8.332275
58 172 8.359055
229 271 3.061722
242 299 3.226379
105 118 3.294495
97 292 4.598434
46 57 2.073776
193 281 4.296036
157 279 1.293884
38 82 3.455719
222 277 9.307449
52 127 8.947784
127 295 5.360611
47 244 8.088928
153 266 6.358856
239 292 9.859100
133 279 7.144791
196 222 4.431442
42 141 1.623337
128 258 7.461884
188 224 5.819290
131 184 8.524536
212 232 9.784393
49 270 7.433731
29 141 6.578033
78 186 4.669708
59 239 4.837250
20 252 2.593567
135 230 7.726379
43 51 7.626678
150 286 6.728409
11 126 3.179550
210 221 2.039307
183 284 5.844147
46 205 3.246429
149 249 2.229507
24 153 1.518967
31 164 5.801300
94 95 1.711090
23 87 7.194504
202 210 8.575897
89 241 8.707458
0 39 5.708191
223 267 5.037750
41 157 7.882111
77 106 2.812195
92 143 9.122467
109 133 7.067474
33 54 8.144272
36 284 9.573868
24 270 9.715866
228 298 4.754852
44 128 1.051086
37 67 5.938217
43 82 8.504211
91 285 9.785080
17 130 1.641052
101 243 3.975784
140 175 6.179642
163 210 9.593643
159 177 1.342224
68 84 2.129120
69 99 7.830475
112 292 2.637375
143 248 6.934677
179 199 8.319092
242 248 2.207947
24 235 7.648514
6 112 5.683884
41 172 2.161392
181 262 7.789276
16 87 4.124512
84 226 2.896515
