300 600
29 87 7.858902
42 171 5.018661
253 298 1.644348
115 190 6.514450
181 280 7.099472
18 215 4.822556
27 128 4.897537
143 183 4.998062
187 274 3.825958
149 197 6.977249
138 225 8.879257
46 178 6.945663
85 234 5.547791
257 293 7.442108
174 283 6.234024
42 75 6.822891
44 232 8.275558
230 278 2.698486
47 108 8.223511
102 296 1.063721
15 104 4.826675
222 239 8.075607
30 241 4.586487
45 262 3.794098
72 161 4.802917
193 249 1.684586
66 283 3.696182
44 255 7.289673
60 202 5.490112
102 224 3.213058
12 26 2.264389
229 255 6.418457
26 252 5.928604
103 206 1.827820
0 158 3.842575
9 94 8.317169
55 138 3.407516
45 74 5.437653
65 285 7.369461
174 223 2.552917
158 280 1.628830
2 55 6.565948
120 165 4.016022
112 267 2.018295
126 242 5.794983
101 138 2.081192
143 290 2.576538
42 130 3.811539
251 268 6.867249
39 185 6.038879
53 187 4.658035
56 245 7.350372
121 210 2.246674
122 206 3.880890
124 275 3.914810
140 180 1.971191
2 40 1.126205
46 160 3.245193
40 127 2.581070
59 93 7.261658
64 209 7.765518
57 152 3.635345
17 295 2.549622
8 29 6.378357
49 242 2.937439
150 168 4.198120
174 282 9.248260
25 294 8.598145
171 275 6.795425
277 280 6.861343
66 256 5.562622
57 136 9.354828
48 265 9.414291
79 232 8.081375
64 169 6.055771
11 141 3.009262
43 61 5.251572
34 49 8.449142
161 175 4.734528
6 100 5.604507
201 276 7.781998
260 275 6.406235
94 240 7.613358
26 145 8.854675
30 100 1.552338
0 204 5.319824
128 177 8.324860
0 105 2.619110
176 255 4.909485
158 263 9.167236
84 297 8.026306
28 238 5.109985
253 281 2.649872
141 261 9.080444
151 209 9.854294
81 286 4.084824
189 260 2.840485
191 273 7.998566
243 272 8.175583
84 195 9.273392
19 147 4.062302
46 153 4.681244
195 231 1.885223
123 274 2.288559
183 223 1.324921
254 296 2.330307
22 181 7.000595
198 262 2.271942
132 219 5.904022
127 221 8.071487
231 255 7.803558
24 65 6.523788
54 246 9.349609
58 153 7.544693
68 199 1.778931
14 236 6.367371
93 133 1.917496
21 209 6.855301
121 267 5.599564
258 271 8.497345
206 222 2.670471
13 265 9.132355
92 147 6.408707
113 129 1.062897
124 209 4.504364
32 261 8.948746
45 69 4.649246
145 266 1.735123
67 178 7.342819
144 218 6.848572
15 197 6.689270
77 222 1.008926
106 278 6.756699
94 228 1.235519
62 89 5.495468
154 180 9.988876
184 213 3.253296
57 259 4.869522
4 91 5.602448
120 257 7.909714
217 225 7.488388
164 281 7.223343
52 209 4.629608
5 193 7.641922
141 152 7.650436
124 261 1.948532
169 229 5.594208
15 21 7.429611
59 193 9.265976
65 197 9.700211
168 186 8.272400
21 74 2.115799
169 275 5.676880
153 246 8.572189
102 191 8.855499
17 60 2.099045
30 280 7.440323
29 72 8.390640
85 281 1.155182
41 281 8.276520
56 83 6.899521
141 284 1.117142
82 175 8.603500
104 201 8.220764
236 243 6.177719
2 202 5.611923
125 188 5.301559
253 295 4.840408
280 298 2.841858
194 250 2.005386
167 174 7.363419
42 235 7.491135
205 297 9.930237
146 192 3.808243
104 174 7.780899
120 217 5.514420
125 196 6.861618
164 253 8.248642
55 153 8.332550
17 276 9.271606
152 209 3.817444
92 155 8.626297
30 72 8.734238
180 230 4.946014
111 169 1.668381
28 91 6.243500
165 295 3.946945
2 216 3.318939
132 222 7.221008
121 178 9.609848
103 122 9.620422
3 124 2.871796
107 233 4.317459
26 201 2.975616
169 218 9.645691
1 77 3.470413
29 98 7.300797
125 130 2.991135
190 223 3.201523
33 84 3.736420
33 155 1.399078
7 106 5.812561
188 266 6.152176
182 236 8.009415
53 119 2.335800
135 270 4.057220
1 41 2.019806
44 61 6.020477
226 293 1.353897
191 239 8.223785
115 268 2.813568
1 71 2.960236
15 262 7.412720
200 285 7.219635
49 131 5.655869
131 179 7.780624
58 67 8.805237
240 281 5.249237
74 93 9.454391
47 276 8.980743
99 234 9.449310
7 165 2.310806
17 84 3.872787
248 281 3.127502
147 183 1.552887
31 271 4.846863
15 77 6.360504
86 163 5.725632
192 269 9.740311
16 108 3.897781
43 276 6.131439
199 267 1.330688
218 299 6.078979
2 169 4.492966
168 228 8.427444
132 275 6.415436
81 219 7.650986
124 163 3.703049
69 199 2.729111
72 184 7.384705
65 98 8.708282
163 280 2.405701
17 266 8.953415
64 71 1.117004
24 125 3.075729
245 270 1.287018
52 185 1.629791
21 240 4.957825
23 134 1.914337
33 276 2.889511
211 223 1.561539
202 299 6.384811
153 183 4.092789
120 163 3.956009
162 246 4.221329
189 225 7.594269
20 72 2.419571
59 288 7.322357
212 247 8.131088
85 172 5.260635
125 232 9.983109
112 165 1.605072
62 289 1.476257
202 269 6.716324
221 270 9.852097
39 96 9.936966
78 114 8.204697
200 201 3.804810
154 298 1.385483
101 129 2.999237
15 244 6.859009
30 98 5.655045
194 232 1.401138
63 126 2.601257
44 155 3.394470
16 275 6.627609
147 243 2.453903
184 240 9.055313
23 163 8.230652
154 265 8.682465
98 267 7.473694
121 282 6.600418
21 105 9.787827
142 178 1.419952
