200 400
82 171 7.023117
46 124 9.313904
90 184 3.352859
60 80 5.389313
79 136 7.540436
93 139 1.637756
57 103 4.166534
57 145 5.996857
22 84 7.362183
43 67 3.078339
118 196 7.849701
58 64 8.375397
15 157 1.095306
145 174 1.002060
93 125 5.337952
111 128 7.893234
36 79 7.232407
57 83 5.238388
22 59 3.032059
40 147 1.787445
2 188 7.540298
12 137 8.347519
14 78 6.525711
16 108 1.504684
105 166 4.854828
48 198 4.520844
159 161 1.745148
166 184 1.999619
33 167 3.685196
37 139 5.660400
13 53 3.180374
6 189 2.856277
25 151 3.218277
44 167 1.389740
31 170 5.202820
0 118 7.733795
72 82 5.096939
64 149 7.929489
78 109 8.616684
83 138 6.235260
9 192 7.557877
7 38 6.020889
50 160 7.695618
31 50 3.447067
2 11 6.178406
77 80 4.144562
70 129 2.952820
64 94 9.401108
68 146 3.483185
127 172 4.288208
43 140 5.896057
68 92 8.708420
88 120 2.659622
55 80 7.509262
123 130 2.017059
98 177 2.615402
36 167 5.633484
132 163 7.545380
51 191 9.264877
100 110 8.730530
72 169 8.753601
6 32 1.722214
54 179 9.254028
42 190 2.674454
26 75 7.334991
50 69 3.406693
11 188 5.457016
33 191 1.900879
90 108 2.313416
34 90 4.258682
25 188 3.630676
67 78 5.940002
141 194 2.256699
183 189 5.528427
126 127 6.727859
121 161 2.313141
3 197 4.987900
23 144 3.651413
104 134 8.542526
24 104 4.370193
121 195 6.066208
38 47 4.389969
73 117 6.339767
87 177 6.298019
78 127 9.378036
14 30 4.771881
82 95 7.720200
48 52 1.551239
57 65 6.086807
96 115 8.075470
10 155 6.968323
108 180 3.954773
7 159 5.193207
97 195 2.111954
6 51 5.135666
22 82 1.728531
158 173 9.953171
32 53 2.054550
87 145 4.108170
98 108 8.682877
101 166 5.407440
35 122 7.064590
164 197 3.908081
84 122 7.837891
43 114 4.267746
111 191 7.964233
63 187 5.479675
119 134 5.712585
71 182 9.415527
92 192 3.205780
82 101 3.210449
86 127 1.536957
74 146 3.257004
7 105 7.389236
90 197 5.435181
41 104 8.636185
34 169 2.189819
32 74 9.574829
50 125 4.175873
64 151 4.236023
69 157 7.427689
123 175 9.644043
100 159 4.364975
6 42 7.940063
96 173 7.435654
104 158 8.956573
175 188 6.803528
29 164 3.129700
5 47 7.223068
89 148 2.554016
76 118 1.103546
21 199 9.535004
100 150 5.748016
94 163 2.161942
55 138 6.864914
112 166 3.228027
53 194 4.679184
139 189 2.236374
14 75 3.336105
182 196 1.287979
84 169 5.768204
86 124 8.309753
16 35 1.810379
44 198 7.387726
135 167 8.081100
46 47 3.881577
59 88 2.004837
4 73 9.553268
37 160 6.070740
65 182 4.697311
45 59 2.993881
29 100 4.321167
80 156 3.261673
20 138 3.461212
65 177 5.439026
6 70 7.215240
79 83 3.742325
13 191 3.830353
36 141 5.460724
73 97 7.050171
10 103 2.944580
69 175 4.366074
104 186 7.123642
21 141 1.451950
96 110 5.815857
92 131 9.803345
149 185 3.006516
125 130 4.455200
3 194 2.395538
1 106 2.109756
25 153 6.693115
49 144 7.873734
31 72 8.513962
13 152 3.032471
17 177 8.974014
129 187 3.532074
129 167 3.592499
5 18 5.668915
2 121 9.418823
35 87 8.924026
132 135 7.327164
4 181 4.053650
81 98 5.648453
2 177 1.896210
131 150 5.926956
51 134 6.658234
91 92 1.316544
94 143 4.356598
30 118 2.994019
94 116 2.651108
131 155 9.951248
32 154 3.462585
138 152 1.637482
48 56 9.577713
51 177 9.154602
31 153 4.856888
72 189 6.713303
86 184 4.199493
147 173 9.953583
156 162 8.337082
63 198 5.762985
153 179 5.246353
127 149 6.690781
148 186 9.178635
72 107 3.575882
19 150 5.726456
42 150 2.002502
67 141 2.286087
99 122 3.689316
103 128 7.263306
111 190 7.951462
100 124 8.566147
30 47 3.157166
75 191 6.595886
114 172 5.714920
37 100 3.246292
139 152 4.855652
65 108 6.344299
61 188 4.339706
82 182 2.507736
81 143 2.198608
95 126 2.573792
111 157 3.731613
118 137 6.542191
41 191 4.213776
101 124 5.405243
122 161 8.128754
8 114 8.278442
101 189 4.226135
144 194 4.921570
4 59 2.309708
33 58 7.032593
114 176 2.402405
1 143 1.623062
30 92 9.786041
7 185 2.328384
37 105 3.404907
1 17 4.676849
0 115 1.228653
33 139 6.141327
70 189 9.403030
77 128 9.216400
67 133 6.379456
139 158 3.813324
66 134 1.696396
73 99 8.934875
36 145 8.696335
48 172 9.889450
158 170 3.195755
75 107 1.227417
33 55 2.983856
29 99 5.126877
102 166 8.014084
52 172 5.129623
111 129 2.256287
95 128 8.925537
42 116 5.416367
132 177 4.302628
23 88 5.087326
102 105 1.430801
10 140 1.379852
62 188 6.315460
3 19 6.692429
41 137 3.557480
132 156 4.012039
93 162 4.474289
106 193 1.997009
11 193 2.186798
142 182 2.080093
2 33 6.447983
6 122 9.936966
85 165 1.897720
31 63 5.941513
85 199 4.245773
35 49 6.687622
58 110 7.665268
107 171 4.974991
37 123 8.324036
112 192 2.612381
109 172 8.851929
45 133 8.998459
142 170 6.588470
80 171 1.891541
102 121 2.569534
187 193 4.752243
11 23 4.651581
112 150 4.975266
39 172 5.082520
107 163 1.457855
28 99 6.437683
42 139 6.305161
81 106 1.507980
23 74 3.080399
36 128 1.023346
115 198 6.742142
38 97 1.020874
4 97 1.270950
8 187 8.208954
29 53 8.970856
130 164 5.854034
81 166 7.543320
96 193 7.511871
29 79 8.261551
124 134 4.346848
73 98 9.935455
6 35 4.831619
110 136 7.842422
152 198 8.289017
152 177 9.404266
24 101 5.036377
140 174 7.131058
19 28 1.813400
111 117 9.722458
6 157 1.075256
3 5 2.082977
95 133 7.510773
114 164 6.394150
142 163 1.853363
109 157 9.027847
96 134 4.500244
81 160 5.316803
47 63 4.183701
43 186 8.376083
45 82 9.291382
55 189 4.493103
132 140 3.233521
55 139 5.305130
73 155 8.599930
23 172 4.196198
50 194 4.459732
18 45 7.214005
68 158 3.374832
99 139 8.332138
19 59 9.090607
93 152 2.583130
50 70 1.637894
102 113 3.812500
61 193 5.058212
176 198 7.587540
17 29 4.262939
180 186 9.526901
35 59 4.457397
129 185 9.178635
11 174 6.109192
8 173 2.559372
160 178 8.609406
118 168 4.572617
41 132 6.577072
5 16 1.763550
86 158 6.171951
16 71 1.224258
98 131 4.835876
101 123 4.946976
75 160 6.546585
15 124 6.535461
49 131 8.972778
106 167 6.915314
16 176 9.546814
116 146 7.314804
5 10 1.625259
24 131 1.579254
88 178 1.864899
30 151 4.580994
62 193 4.073563
28 76 7.249023
38 69 4.539658
23 153 7.974533
2 27 9.878601
175 177 7.989777
102 125 9.325439
1 198 2.879898
154 191 3.238739
4 189 3.078476
121 176 1.088165
21 122 6.838272
46 180 5.728928
82 164 4.374176
118 181 8.168854
18 198 2.298172
64 115 3.389801
69 181 9.512207
118 199 7.276901
95 186 9.396713
100 104 7.309723
52 87 5.429138
34 118 3.409164
3 88 7.289810
184 185 7.193268
24 66 6.058655
54 133 3.877045
61 144 3.277328
37 74 9.162018
48 163 9.449860
22 125 5.695831
42 43 8.976074
102 150 7.041382
14 69 2.557449
44 180 7.580261
13 112 6.790070
105 173 6.380829
