300 1000
109 275 5.478439
5 91 3.298889
33 237 2.941147
107 291 9.491745
98 149 5.605469
46 144 4.237396
113 189 5.158051
120 217 7.508850
24 87 7.153305
44 181 9.073990
104 129 8.174759
131 244 1.517456
0 53 8.889832
80 221 5.025665
19 49 5.357178
183 207 1.333298
44 226 2.059219
36 62 4.030716
144 203 3.363846
4 266 6.850906
25 32 7.480011
232 266 7.600586
78 201 5.456055
114 294 2.075836
110 269 3.378815
14 48 3.594421
193 221 3.666382
54 95 4.703766
73 80 7.206863
51 137 6.165771
109 151 9.077286
71 256 2.496613
126 231 7.692322
2 32 6.130478
11 282 5.458527
86 184 3.705109
208 244 1.376556
55 282 5.006439
77 110 8.514374
26 108 5.788666
51 261 9.883957
141 237 8.976074
204 237 7.990051
128 218 1.681976
235 291 8.177231
146 297 3.019699
56 233 1.887558
126 251 7.858627
65 203 9.047211
102 202 6.471329
67 193 8.041000
11 153 8.441177
31 248 9.085251
140 266 5.246353
182 187 1.300888
127 290 6.608521
214 227 5.392471
29 90 5.990677
182 225 3.578217
132 270 5.550125
94 186 4.271179
100 163 7.402008
3 9 4.997925
158 280 2.216599
23 125 6.152176
94 123 7.973572
101 254 6.411316
81 272 5.118088
30 201 5.006027
45 121 7.408463
137 179 5.518127
30 78 6.418732
69 222 4.487747
107 116 3.956696
63 111 9.848526
172 268 9.577988
1 284 8.067780
184 234 7.924545
242 287 6.853104
84 177 6.789520
37 79 3.395294
94 267 1.604248
104 154 1.353760
93 223 7.466553
136 172 6.147644
42 54 9.877640
101 257 5.602859
46 182 3.023956
74 243 3.612411
174 252 4.739746
38 228 2.202316
8 63 5.207077
110 202 7.255890
169 210 5.995346
149 151 8.132050
91 292 7.218262
10 38 9.523880
1 122 2.377274
125 245 8.137268
27 167 4.889160
58 274 9.128647
7 194 1.336044
11 242 2.726227
97 170 8.151138
132 164 8.068466
136 299 2.752182
161 182 2.025711
25 174 9.051056
203 296 9.633606
17 78 6.820145
6 113 3.747955
32 235 7.565430
16 109 1.644623
100 263 4.353302
118 216 2.515015
36 121 7.460373
2 171 8.176682
220 247 5.762161
39 229 5.793610
245 280 2.448959
87 273 5.017151
121 246 2.953232
9 173 4.689072
164 252 8.895325
105 106 7.108261
50 212 1.401001
95 248 9.848801
51 83 3.315781
166 280 6.223450
23 64 7.640137
161 190 1.724548
5 219 9.926392
137 206 4.129044
242 248 1.431625
52 264 4.445038
211 262 7.487839
50 294 8.479492
49 125 2.848999
31 281 6.547134
29 107 8.697159
91 155 2.696838
69 294 2.536850
9 250 9.816391
12 212 8.375809
95 202 9.085938
58 175 9.392319
15 69 1.487656
119 215 9.705566
194 247 4.432266
110 252 1.917221
8 213 5.054779
83 130 4.693466
68 109 7.788315
255 285 1.368866
64 283 5.612610
15 227 9.042816
236 271 1.383148
118 235 2.339371
179 238 3.684784
86 90 2.635315
71 276 3.489365
143 242 4.368271
95 275 3.973862
163 193 9.763382
8 123 7.044266
25 90 8.226944
49 172 1.352524
15 78 3.031372
46 191 7.369186
59 77 8.457520
3 227 6.561417
43 44 6.233200
181 211 2.334290
26 138 2.402405
207 293 9.128235
119 138 6.680618
98 211 8.924850
130 133 9.901672
92 161 5.396179
103 275 6.329742
131 232 2.044250
161 244 3.410675
127 253 3.911240
83 220 6.954041
12 41 2.798737
48 96 2.790359
71 114 1.419952
218 220 3.613373
67 121 3.519028
41 152 4.018906
73 147 3.724884
11 88 6.671143
164 228 1.764786
107 244 5.075516
17 67 3.651550
276 290 4.607773
6 206 1.563599
157 208 5.246628
12 285 8.372787
29 146 4.880783
33 165 2.135162
12 275 7.102768
111 193 1.343597
186 249 2.082153
147 272 3.349014
125 228 5.398102
153 280 3.095093
198 234 1.642426
90 102 3.166504
58 75 1.142273
55 96 8.137955
111 198 2.331818
213 261 7.318649
57 211 7.092606
174 199 7.224716
34 195 2.807800
61 263 8.465897
168 249 1.920380
178 199 7.222382
16 260 7.459961
22 69 9.094727
24 39 6.296371
44 78 5.843597
225 239 6.801743
157 227 9.397125
174 269 4.150742
142 270 4.487198
92 287 6.658508
44 128 7.384567
14 208 8.353149
15 28 7.438812
0 147 9.403442
76 242 4.487198
149 249 3.065567
215 242 9.680573
192 283 3.489365
238 289 9.886429
47 113 8.016418
198 238 2.559372
61 274 8.528107
232 256 9.832458
111 159 5.947006
198 290 8.565735
66 81 7.166077
12 179 3.196304
78 228 5.479675
108 165 3.471512
63 259 9.007797
101 200 6.505112
51 216 7.657990
27 135 7.076813
1 147 5.834671
42 258 3.713623
100 235 4.408234
55 239 2.816040
122 286 9.372681
124 245 4.958511
7 56 2.173752
90 268 3.474670
202 223 2.855042
41 173 9.547913
142 266 9.970337
178 281 4.263489
84 228 6.632690
78 114 1.434784
57 80 3.113632
206 233 5.503983
75 184 8.082062
138 247 6.425049
13 156 8.868546
35 201 8.171463
84 179 1.058365
153 162 6.369980
82 150 1.270950
52 156 2.548935
196 266 2.147247
15 214 9.593094
144 246 3.370438
106 120 6.239792
257 267 9.962234
42 130 9.801010
207 245 3.145630
127 251 9.789612
177 253 8.739594
30 93 6.729095
34 135 9.340820
126 250 3.167740
281 296 9.479935
94 126 9.771484
68 199 6.474899
41 209 4.358246
117 172 4.886826
49 97 8.844925
176 205 9.272018
154 280 2.309708
100 236 2.351868
90 266 4.737823
41 298 2.764267
11 141 5.495468
104 167 2.237061
44 178 2.193390
220 241 4.315674
223 228 9.331757
209 240 4.703903
38 97 3.976471
28 57 6.819183
252 276 1.706558
246 286 2.339508
70 76 8.175308
143 180 3.313995
123 218 8.867310
71 230 5.829315
238 282 1.988632
21 166 5.276154
137 234 3.917557
193 256 5.926407
175 233 8.244934
8 258 2.830460
156 275 4.174225
11 13 8.968933
76 210 6.908035
68 224 4.134125
121 198 8.632065
225 243 4.193314
68 196 3.182022
128 238 2.790497
215 251 9.093903
38 40 5.906219
48 191 4.285187
164 247 6.086670
13 278 6.081314
147 212 4.169968
159 258 6.469406
18 110 2.190506
110 240 6.685425
72 137 2.598923
177 274 4.046783
28 40 6.407608
89 210 2.557587
92 209 5.358826
26 225 5.608902
155 176 2.441818
52 144 3.517105
234 266 9.452606
146 218 1.692001
104 275 2.767426
1 174 2.897202
176 180 9.363617
89 284 9.860611
49 141 7.435654
109 192 4.190704
53 295 6.981369
257 283 6.540268
224 265 7.963959
9 254 8.753326
9 239 4.374176
217 235 4.668472
72 157 1.142136
85 109 3.199463
153 188 7.693970
139 240 1.459229
30 144 1.491638
158 186 8.083435
108 148 7.190933
196 231 7.648376
71 125 9.973770
42 88 8.934738
61 134 8.158829
170 203 5.771500
37 39 4.365662
166 275 5.309662
42 71 8.304260
181 229 2.801483
11 98 7.684082
160 233 2.327698
14 213 4.785751
77 299 8.395584
11 232 2.903931
148 276 9.941223
40 227 6.176346
55 74 4.002426
28 125 2.225662
220 259 7.191483
52 165 6.596985
39 95 4.077133
128 176 3.138214
10 286 8.697021
106 217 5.272308
29 219 4.656662
25 178 4.529907
143 293 1.627457
31 149 1.758331
186 224 1.544785
207 260 4.095261
51 175 7.412033
185 268 5.091446
33 35 8.355621
68 220 6.289368
59 125 9.431183
13 228 5.110397
111 248 4.667236
45 284 7.078461
11 154 9.943832
118 262 7.198624
83 237 5.533920
70 214 2.738312
5 110 2.498535
17 51 6.699982
185 222 2.608948
99 114 6.948685
8 111 6.078842
57 182 4.125198
280 281 6.434525
12 186 1.232910
123 285 1.310776
156 254 4.986526
110 229 1.405533
2 270 4.438171
25 82 5.050247
91 296 6.217957
85 210 7.040146
199 240 3.950104
42 85 8.995575
148 283 5.024979
18 268 9.268997
146 224 2.384415
68 93 5.532547
189 213 2.712631
85 201 3.103058
82 127 6.285522
240 278 5.606567
188 189 5.713959
65 73 7.760162
118 271 9.927353
61 197 4.841095
27 275 3.977295
241 271 6.837997
101 123 2.600159
119 185 6.327133
141 201 9.963882
258 271 4.783142
24 237 1.630753
223 239 3.336243
7 267 7.504044
15 46 3.908218
64 236 5.386978
201 261 5.203094
132 296 1.762726
78 280 3.205368
21 45 3.518066
2 160 9.631821
16 215 1.565247
1 99 3.206329
43 195 1.676895
91 223 4.673416
17 148 8.331451
194 257 1.139801
1 115 8.979095
16 110 2.625427
176 275 4.869797
89 129 5.635544
230 261 8.445023
29 91 9.102417
47 165 9.280670
72 277 1.225494
80 223 2.676239
70 119 1.530228
147 197 7.219360
179 204 8.891342
25 175 2.017197
71 281 9.310059
43 178 7.767303
152 163 1.909393
6 66 2.450333
108 197 9.906067
56 285 9.164490
36 162 3.242310
56 135 9.476227
21 236 3.103745
151 201 2.649872
62 289 6.727173
31 219 2.227448
253 289 4.690857
150 291 7.661423
151 249 3.311386
50 288 2.067734
237 275 6.809570
156 178 5.645844
2 76 6.584488
214 270 4.924591
39 90 6.231415
36 194 8.727509
45 136 7.857529
31 292 4.606949
99 241 3.803024
245 295 4.486786
134 297 7.038635
23 42 1.356506
