100 200
42 96 7.352158
35 92 5.724121
43 96 7.783096
18 56 9.245651
80 83 6.875351
5 24 9.221481
43 45 1.000412
25 29 7.166214
76 81 2.013351
6 80 9.783432
0 24 9.742233
11 49 4.722031
12 61 9.146912
11 82 3.160187
43 80 5.528427
60 94 1.066467
26 62 8.016968
18 66 3.693436
64 66 7.888153
0 21 9.035812
20 53 3.907532
11 88 3.804123
70 94 8.855637
0 17 2.302429
11 13 3.290512
9 65 5.465805
35 67 2.149719
3 13 1.291138
81 87 1.969818
51 63 4.007645
2 83 3.292297
75 99 6.568008
19 43 6.253662
29 36 4.399170
4 7 9.397949
46 74 1.836060
29 82 8.424973
48 57 9.271881
5 40 8.886261
2 91 1.792938
8 79 8.757172
30 70 7.923721
37 68 7.365753
49 90 3.095779
62 78 5.328339
17 94 4.558060
18 67 8.938858
56 90 2.687088
29 89 7.881149
5 70 7.007874
38 92 9.180145
53 66 4.728760
35 90 5.980240
17 43 5.193481
28 41 2.035187
67 71 9.396713
51 53 1.716309
32 92 4.564514
56 76 2.892395
56 58 3.783524
81 94 1.207230
41 71 8.777771
72 85 9.075912
44 62 2.161255
17 92 3.145630
29 95 7.856979
44 64 8.010376
0 76 2.853943
17 24 4.643753
38 90 1.089401
57 75 8.308380
7 96 7.968765
41 82 2.905167
51 86 6.028992
34 77 9.236588
70 79 8.012985
43 60 6.991943
4 70 5.358002
15 41 5.212708
19 90 2.965454
4 46 9.892746
8 68 5.961426
77 99 7.085876
24 56 8.408081
11 26 6.339905
87 98 4.259094
88 89 8.347931
64 90 9.112854
42 74 3.571899
36 80 1.871078
45 59 1.571426
32 60 8.573975
86 91 2.885391
44 78 5.486542
1 93 8.547470
36 50 2.930710
5 20 4.671082
39 68 2.402405
1 68 9.033203
89 92 8.187531
26 91 3.184494
0 4 3.986908
77 90 4.357834
15 68 7.980438
50 55 9.300308
38 49 6.311890
11 34 2.138733
4 90 4.140305
25 83 4.502579
25 96 5.209686
1 12 5.356354
13 83 1.303360
58 86 8.357544
27 48 4.999710
31 48 8.038803
5 80 8.818283
11 80 1.972839
36 74 1.496994
44 70 1.272186
35 85 3.535645
19 75 7.947754
31 62 1.681564
87 92 8.729019
25 82 6.779221
6 13 7.344055
59 66 4.045135
52 73 7.853546
46 97 2.067734
73 81 4.743729
67 99 1.998657
9 94 2.220856
7 45 7.894333
21 86 4.580719
20 56 5.519226
9 45 6.565674
49 91 4.409607
4 24 6.298843
5 42 8.681229
2 38 3.214844
7 25 1.055206
53 72 5.738129
39 81 1.491226
8 43 2.266037
8 9 8.221313
18 42 8.519318
37 69 6.542053
61 64 8.136032
45 92 9.931335
5 56 8.871429
9 82 1.169052
42 93 1.887146
58 93 1.926422
51 89 9.913620
16 49 3.582062
26 92 3.802338
18 98 9.946442
61 99 6.845688
33 80 3.125305
17 54 5.225754
14 45 1.918732
45 69 5.061920
12 36 7.957504
22 40 3.763474
31 96 4.192627
26 73 7.750275
41 78 5.404694
74 83 9.092529
14 41 1.072647
42 62 2.224976
47 72 8.234360
15 44 3.630539
33 34 6.897186
22 31 1.244171
23 45 9.101868
25 30 4.313339
0 7 6.914215
31 53 6.561279
10 70 7.418625
2 94 2.732819
2 40 3.204819
48 83 9.460709
69 78 7.742172
40 67 4.210342
66 95 2.074738
7 11 2.090942
20 93 2.437424
53 68 6.479294
67 74 1.598343
4 69 5.563034
70 98 2.273590
30 44 3.946121
66 96 1.588043
7 36 4.259918
12 85 6.508133
60 84 9.627014
5 59 6.371628
51 60 9.394928
3 61 7.108124
42 72 8.689194
75 84 7.140259
